case_number,year,century,sex,age,country,area,location,activity,type_attack,species
2015.04.13,2015,XXI,Male,Adult,Usa,Florida,"Florida Keys, Monroe County",Photographing the shark,Unprovoked,"Blue shark, 8 to 9 feet"
2015.04.11,2015,XXI,Male,Unknown,Australia,New South Wales,McKenzies Beach,Paddle boarding,Unprovoked,Unknown
2015.04.12,2015,XXI,Male,Teen,Reunion,Saint-Gilles-les-Bains,Cap Homard,Surfing,Unprovoked,Bull shark
2015.03.31,2015,XXI,Male,Young,Brazil,Pernambuco,"Praia del Chifre, Olinda",Surfing,Invalid,No shark involvement
2015.04.03,2015,XXI,Male,Senior,Usa,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,Unprovoked,Bull shark
2015.03.29,2015,XXI,Male,Adult,Italy,Sardinia,Unknown,Diving,Invalid,Shark involvement not cofirmed
2015.03.26,2015,XXI,Male,Adult,South Africa,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,Boating,"White shark, 4 m"
2015.03.21,2015,XXI,Male,Adult,Egypt,Unknown,Marsa Alam,Swimming,Unprovoked,Mako shark
2015.03.18,2015,XXI,Male,Senior,Usa,Hawaii,Hapuna Beach,Standing / Snorkeling,Unprovoked,"Tiger shark, 8 to 12 feet"
2015.03.16,2015,XXI,Male,Children,French Polynesia,Bora Bora,Anau,Hand feeding sharks,Unprovoked,Blacktip shark
2015.03.11,2015,XXI,Male,Unknown,Australia,New South Wales,"Julian Rocks, Byron Bay",Fishing,Boating,Unknown
2015.03.10,2015,XXI,Male,Adult,Mexico,Sinaloa,Mazlatan,Fishing,Provoked,Unknown
2015.03.07,2015,XXI,Male,Newborn,French Polynesia,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,Unprovoked,Blacktip Reef shark 
2015.02.15,2015,XXI,Unknown,Unknown,Atlantic Ocean,Unknown,Unknown,Transatlantic Rowing,Boating,White shark
2015.02.14,2015,XXI,Female,Young,Reunion,d��tang-Sal�,Ravine Mula,Swimming,Unprovoked,"Tiger shark, 3.5 m"
2015.02.09,2015,XXI,Male,Adult,Australia,New South Wales,Shelly Beach,Surfing,Unprovoked,3.5 to 4 m shark
2015.02.08,2015,XXI,Male,Adult,Australia,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,Unprovoked,2 m to  3 m shark
2015.02.05,2015,XXI,Male,Unknown,Australia,New South Wales,Mereweather Beach,Bodysurfing,Unprovoked,1.8 m shark
2015.01.30,2015,XXI,Male,Senior,Australia,Queensland,"Nerang River, Surfer's  Paradise",Rowing,Boating,"Bull shark, 1.3 m"
2015.01.27,2015,XXI,Male,Young,Usa,Hawaii,Lahaina,Shark fishing,Provoked,4' shark
2015.01.24,2015,XXI,Male,Unknown,Australia,New South Wales,Flat Rock,Surfing,Unprovoked,Unknown
2015.01.19.b,2015,XXI,Male,Unknown,Usa,Florida,Off Panama City,Fishing,Boating,White shark
2015.01.19.a,2015,XXI,Female,Unknown,Australia,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,Invalid,Shark involvement not confirmed
2015.01.17,2015,XXI,Male,Unknown,Australia,New South Wales,Off Blacksmith Beach,Fishing,Boating,5 m shark
2015.01.16,2015,XXI,Male,Teen,Australia,New South Wales,"Mollymook Beach, Bannister Head",Filming,Unprovoked,1.5 m shark
2015.01.08,2015,XXI,Male,Adult,Usa,Florida,Unknown,Swimming after falling overboard,Invalid,No shark involvement
2015.01.06,2015,XXI,Female,Adult,Bahamas,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,Unprovoked,White shark or oceanic whitetip shark
2015.01.03,2015,XXI,Male,Teen,South Africa,Eastern Cape Province,Chintsa East Beach,Surfing,Unprovoked,"Raggedtooth shark, 1.3 m"
2015.01.01,2015,XXI,Male,Teen,Usa,Florida,"Windsor Beach, Indian River County",Unknown,Unprovoked,"""A small shark"""
2014.12.29.b,2014,XXI,Unknown,Unknown,Australia,New South Wales,Bherwerre Beach,Surfing,Unprovoked,2 m shark
2014.12.29.a,2014,XXI,Male,Teen,Australia,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,Unprovoked,"White shark, 4 to 5 m"
2014.12.28.d,2014,XXI,Unknown,Unknown,Greece,Unknown,33 nautical miles off Othonoi Island,Unknown,Sea Disaster,Shark involvement prior to death still to be determined
2014.12.28.c,2014,XXI,Unknown,Unknown,South Africa,KwaZulu-Natal,Durban,Swimming,Invalid,Shark involvement not confirmed & highly unlikely
2014.12.28.b,2014,XXI,Male,Adult,Usa,California,"Monta�a de Oro State Park, San Luis Obispo County ",Surfing,Unprovoked,"White shark, 8' to 10'"
2014.12.28.a,2014,XXI,Male,Adult,Australia,Victoria,Paradise Beach,Fishing,Provoked,1.5 m shark
2014.12.23.R,2014,XXI,Male,Unknown,Japan,Unknown,Unknown,Diving / Filming,Unprovoked,Goblin shark
2014.12.15,2014,XXI,Male,Teen,Australia,Queensland,Rudder Reef,Spearfishing,Unprovoked,Unknown
2014.12.03.R,2014,XXI,Male,Unknown,Spain,Granada,Off Motril,Fishing for blue sharks,Provoked,Unknown
2014.11.29,2014,XXI,Male,Teen,Australia,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,Unprovoked,Unknown
2014.11.20,2014,XXI,Male,Adult,Mauritius,Cargados Carajos Shoals (St. Brandon),Unknown,Fishing,Provoked,Unknown
2014.11.19,2014,XXI,Male,Unknown,Australia,Western Australia,Freo,Fishing,Boating,White shark
2014.11.16,2014,XXI,Male,Adult,Usa,Florida,"Indian Harbor Beach, Brevard County",Surfing,Unprovoked,2' shark
2014.11.17,2014,XXI,Unknown,Unknown,Usa,California,"Franklin Point, San Mateo County",Unknown,Boating,White shark
2014.11.13,2014,XXI,Male,Adult,Usa,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,Unprovoked,1.5 m shark
2014.11.10,2014,XXI,Male,Unknown,Australia,New South Wales,Moonee Beach,Surfing,Unprovoked,Unknown
2014.11.08,2014,XXI,Male,Teen,Usa,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,Unprovoked,Unknown
2014.10.31,2014,XXI,Female,Adult,Usa,Hawaii,"North Kohala, Hawaii County",Surfing,Unprovoked,"Tiger shark, 12'"
2014.10.30,2014,XXI,Male,Young,Australia,New South Wales,Wallabi Point,Surfing,Provoked,Unknown
2014.10.22,2014,XXI,Female,Unknown,Usa,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,Unprovoked,Tiger shark
2014.10.20,2014,XXI,Male,Unknown,Usa,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,Unprovoked,Unknown
2014.10.19,2014,XXI,Female,Unknown,Usa,California,"Leadbetter Beach, Santa Barbara County",Canoeing,Boating,Unknown
2014.10.18,2014,XXI,Male,Unknown,Usa,Hawaii,"Maalaea, South Maui",Surfing,Unprovoked,12' to 14' shark
2014.10.17,2014,XXI,Female,Teen,Australia,New South Wales,Avoca Beach,Surfing,Unprovoked,1 m shark
2014.10.14,2014,XXI,Female,Children,Usa,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,Unprovoked,"Bull shark, 3' to 4'"
2014.10.12,2014,XXI,Female,Unknown,Usa,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,Unprovoked,Unknown
2014.10.07,2014,XXI,Female,Adult,Usa,Florida,"Cherie Down Park, Brevard County",Fishing,Unprovoked,Unknown
2014.10.11,2014,XXI,Male,Unknown,Australia,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,Boating,Unknown
2014.10.05.b,2014,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Blacktip shark
2014.10.05.a,2014,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Blacktip shark
2014.10.03.b,2014,XXI,Male,Unknown,Usa,California,Santa Barbara County,Kayaking,Boating,"White shark, 18' to 20'"
2014.10.03.a,2014,XXI,Male,Unknown,Usa,California,Santa Barbara County,Kayaking ,Boating,White shark
2014.10.02.b,2014,XXI,Male,Young,Usa,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,Unprovoked,8' to 10' shark
2014.10.02.a,2014,XXI,Male,Young,Australia,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,Unprovoked,"2 white shark: 13' & 9""8"""
2014.09.21,2014,XXI,Male,Unknown,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2014.09.13.R,2014,XXI,Female,Adult,French Polynesia,Moorea,Tiahura Lagoon,Feeding fish,Unprovoked,Blacktip shark
2014.09.13,2014,XXI,Male,Unknown,Usa,California,"Manresa State Beach, Santa Cruz County",Surfing,Invalid,No shark involvement
2014.09.09,2014,XXI,Male,Adult,Australia,New South Wales,"Clarkes Beach, Byron Bay",Swimming,Unprovoked,7' shark
2014.09.06,2014,XXI,Male,Adult,Usa,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,Unprovoked,Bull shark
2014.09.03,2014,XXI,Female,Young,Usa,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,Unprovoked,"White shark, 12' to 14'"
2014.09.02,2014,XXI,Male,Adult,Usa,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,Provoked,3' to 4' shark
2014.09.00,2014,XXI,Male,Teen,Spain,Catalonia,Salou,Playing with an air mattress,Unprovoked,Unknown
2014.08.31,2014,XXI,Female,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Body surfing,Unprovoked,Spinner shark
2014.08.29.b,2014,XXI,Male,Teen,Usa,Florida,"Ponce Inlet, Volusia County",Surfing,Unprovoked,Spinner shark or blacktip shark
2014.08.29.a,2014,XXI,Unknown,Unknown,Usa,Florida,"Atlantic Beach, Duval County",Unknown,Invalid,Shark involvement not confirmed
2014.08.28,2014,XXI,Male,Adult,Usa,Maryland,Assateague National Seashore,Fishing,Provoked,Unknown
2014.08.27.c,2014,XXI,Female,Young,Spain,Alicante,Benidorm,Swimming,Unprovoked,small shark
2014.08.27.b,2014,XXI,Male,Young,Usa,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,Unprovoked,4' to 6' shark
2014.08.27.a,2014,XXI,Female,Unknown,Usa,South Carolina,"Surfside Beach, Horry  County",Standing,Unprovoked,Unknown
2014.08.25,2014,XXI,Male,Unknown,Usa,Florida,Apalachicola Bay ,Fishing for sharks,Provoked,"Bull shark, 4.5' "
2014.08.24,2014,XXI,Unknown,Unknown,Usa,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,Unprovoked,4' shark
2014.08.16,2014,XXI,Male,Adult,Australia,Western Australia,Gnaraloo,Spearfishing,Unprovoked,reef shark
2014.08.12,2014,XXI,Male,Unknown,Usa,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,Unprovoked," Bull shark, 8'"
2014.08.10,2014,XXI,Male,Young,Usa,Florida,"Hallandale Beach, Broward County",Unknown,Unprovoked,Unknown
2014.08.09.R,2014,XXI,Male,Unknown,Bahamas,Unknown,Unknown,Spearfishing,Unprovoked,"Bull shark, 9' to 10'"
2014.08.09,2014,XXI,Female,Children,Usa,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,Unprovoked,Unknown
2014.08.08,2014,XXI,Male,Children,Usa,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,Unprovoked," Bull shark, 5'"
2014.08.06,2014,XXI,Male,Children,Usa,South Carolina,"Folly Beach, Charleston County",Boogie boarding,Unprovoked,4' tp 5' shark
2014.08.05,2014,XXI,Female,Adult,Usa,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,Unknown
2014.08.02,2014,XXI,Male,Adult,Usa,Florida,"South of Cocoa Beach, Brevard County",Surfing,Unprovoked,Unknown
2014.08.02,2014,XXI,Male,Children,Usa,Florida,"Table Beach, Brevard County",Boogie boarding,Unprovoked,Unknown
2014.08.01,2014,XXI,Male,Young,South Africa,Western Cape Province,Muizenberg,Surfing,Unprovoked,White shark
2014.08.00,2014,XXI,Male,Unknown,Nan,Unknown,Unknown,Sea disaster,Invalid,Shark involvement not confirmed
2014.07.27,2014,XXI,Male,Teen,Usa,North Carolina,"Sunset Beach, Brunswick County",Swimming,Unprovoked,Possibly juvenile tiger shark
2014.07.22,2014,XXI,Male,Adult,Reunion,Saint-Leu,Unknown,Surfing,Unprovoked,1.8 metre shark
2014.07.21,2014,XXI,Male,Children,Usa,Florida,"Indialantic, Brevard County",Standing,Unprovoked,Unknown
2014.07.20,2014,XXI,Unknown,Unknown,Spain,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,Unprovoked,Angel shark
2014.07.16,2014,XXI,Male,Senior,Usa,Hawaii,"Paia Bay, Maui",Swimming,Unprovoked,6' to 8' shark
2014.07.14,2014,XXI,Male,Adult,Usa,Florida,Okaloosa Island,Swimming,Unprovoked,4' shark
2014.07.13,2014,XXI,Male,Senior,Bahamas,West End,Tiger Beach,Shark diving,Invalid,Shark involvement not confirmed
2014.07.12,2014,XXI,Male,Unknown,Usa,North Carolina,"Masonboro Island, New Hanover County",Body surfing,Unprovoked,Unknown
2014.07.09,2014,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2014.07.05.b,2014,XXI,Male,Unknown,Usa,California,"Manhattan Beach, Los Angeles County",Swimming,Provoked," White shark, 7' "
2014.07.05.a,2014,XXI,Male,Unknown,Usa,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,Unprovoked,Unknown
2014.07.03,2014,XXI,Male,Teen,Usa,South Carolina,"Isle of Palms, Charleston County",Body surfing,Unprovoked,4' to 5' shark
2014.06.27.R,2014,XXI,Male,Adult,St Martin,Unknown,20 miles from shore,Transatlantic Rowing,Boating,Oceanic whitetip shark'
2014.06.25,2014,XXI,Male,Adult,Bahamas,Abaco Islands,Unknown,Spearfishing,Unprovoked,"Caribbean reef shark, 7' to 8'"
2014.06.18.b,2014,XXI,Male,Unknown,Australia,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,Unprovoked,Unknown
2014.06.18.a,2014,XXI,Male,Teen,Australia,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,Unprovoked,Unknown
2014.06.17.R,2014,XXI,Male,Unknown,Australia,Western Australia,Horizontal Falls,Petting a shark,Provoked," Lemon shark, 3.5 m"
2014.06.09.c,2014,XXI,Male,Adult,Brazil,Unknown,500 km off the coast of Pernambuco,Fishing,Unprovoked,Unknown
2014.06.09.b,2014,XXI,Male,Teen,Usa,Delaware,"Cape Henlopen State Park, Sussex County",Standing,Unprovoked," Sandbar shark, 3' to 4'"
2014.06.09.a,2014,XXI,Male,Adult,Australia,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,Unprovoked,"Bronze whaler shark, 1.5m"
2014.06.08,2014,XXI,Male,Adult,Japan,Atsumi peninsula,Aichi,Surfing,Unprovoked,Unknown
2014.06.07,2014,XXI,Female,Teen,Usa,Texas,"West Beach, Galveston",Kneeling in the water,Unprovoked,Unknown
2014.06.01.c,2014,XXI,Female,Young,Usa,Florida,Fort Lauderdale,Swimming,Unprovoked,Bull shark
2014.06.01.b,2014,XXI,Male,Unknown,Australia,New South Wales,"Seven Mile Beach, Gerroa",Surfing,Unprovoked,Unknown
2014.06.01.a,2014,XXI,Female,Adult,Usa,Palmyra Atoll,Unknown,Tagging sharks,Unprovoked,Blacktip Reef shark 
2014.05.27.R,2014,XXI,Female,Young,Australia,Queensland,Nerang River near Chevron Island,Fell into the water,Unprovoked," Bull shark, 1.2m "
2014.05.23,2014,XXI,Male,Unknown,France,Wallis and Futuna,Wallis Island,Scuba diving,Unprovoked,3m shark
2014.05.22,2014,XXI,Male,Children,Australia,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,Provoked," Tawney nurse shark, 1m"
2015.11.20,2015,XXI,Male,Adult,Ecuador,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,Unprovoked,Galapagos shark
2014.05.15,2014,XXI,Female,Adult,Usa,Florida,"Juan Ponce de Le�n Landing, Melbourne Beach, Brevard County",Body boarding,Unprovoked,Unknown
2014.05.14,2014,XXI,Male,Adult,Australia,South Australia,"Elliston, Eyre Peninsula",Surfing,Unprovoked," white shark, 15' "
2014.05.13,2014,XXI,Female,Adult,Usa,Florida,"Jacksonville Beach, Duval County",Wading,Unprovoked,Unknown
2014.05.11,2014,XXI,Male,Teen,Usa,Georgia,"Tybee Island, Chatham County",Surfing,Unprovoked,Shark involvement not confirmed
2014.05.10.R,2014,XXI,Male,Unknown,Usa,Florida,"Bethel Shoals, Indian River County",Diving,Invalid,No shark involvement
2014.05.06,2014,XXI,Female,Adult,Usa,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,Unprovoked,4' to 5' shark
2014.05.01,2014,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,3' shark
2014.04.24,2014,XXI,Male,Unknown,Australia,Western Australia,"South Passage, south of Coral Bay",Spearfishing,Unprovoked,reef shark?
2014.04.22,2014,XXI,Male,Adult,Usa,Florida,"Cocoa Beach, Brevard  County",Swimming,Unprovoked,Unknown
2014.04.15,2014,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,Unknown
2014.04.12.R,2014,XXI,Unknown,Unknown,South Africa,Unknown,Unknown,Shark watching,Boating,White shark
2014.04.12,2014,XXI,Male,Unknown,South Africa,Eastern Cape Province,Port Alfred,Fishing,Provoked," Raggedtooth shark, 2m"
2014.04.04.b,2014,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2014.04.04.a,2014,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2014.04.03,2014,XXI,Female,Senior,Australia,New South Wales,Tathra,Swimming,Unprovoked,3 m to 4 m white shark
2014.03.29,2014,XXI,Male,Adult,Australia,Western Australia,Off Dawesville Cut,Diving for lobsters,Invalid,Unknown
2014.03.22.b,2014,XXI,Male,Senior,South Africa,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,Unprovoked,2 m shark
2014.03.22.a,2014,XXI,Male,Unknown,Usa,Florida,Delray Beach,Kite Surfing,Unprovoked,4' to 5' shark
2014.03.21,2014,XXI,Male,Children,Usa,Florida,Macarthur State Park,Surfing,Unprovoked,Unknown
2014.03.18.c,2014,XXI,Male,Adult,New Caledonia,Baie de Sainte-Marie,Unknown,Kite Surfing,Unprovoked,Unknown
2014.03.18.b,2014,XXI,Male,Adult,Australia,Victoria,Winkipop Beach,Surfing,Unprovoked,Unknown
2014.03.13,2014,XXI,Male,Unknown,Cayman Islands,Unknown,Unknown,Scuba diving / culling lionfish,Invalid,Unknown
2014.03.18,2014,XXI,Female,Children,Australia,New South Wales,Lennox Head,Unknown,Invalid,No shark involvement
2014.03.12,2014,XXI,Male,Unknown,Australia,New South Wales,Lighthouse Beach,Swimming,Unprovoked,Wobbegong shark
2014.03.02,2014,XXI,Male,Young,Usa,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,Unprovoked,Blacktip or spinner shark?
2014.02.20,2014,XXI,Male,Young,French Polynesia,Society Islands,Huahine,Kitesurfing,Unprovoked,Blacktip reef shark 
2014.02.17,2014,XXI,Male,Young,Papua New Guinea,Unknown,Unknown,Sailing,Boating,Unknown
2014.02.08,2014,XXI,Male,Young,Australia,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,Unprovoked,Unknown
2014.02.07.b,2014,XXI,Male,Unknown,Trinidad & Tobago,Trinidad,Unknown,Fishing,Provoked,Unknown
2014.02.07,2014,XXI,Male,Young,New Zealand,South Island,Porpoise Bay,Surfing,Unprovoked,7-gill shark?
2014.01.26,2014,XXI,Male,Unknown,Australia,New South Wales,Umina Beach,Fishing,Provoked,1m shark
2014.01.25,2014,XXI,Male,Young,New Zealand,South Island,Garden Bay near Cosy Nook,Spearfishing,Unprovoked,7-gill shark
2014.01.04,2014,XXI,Male,Adult,Japan,Okinawa Prefecture,Off Miyako Island,Sea disaster,Sea Disaster,Unknown
2014.00.00,2014,XXI,Unknown,Unknown,New Zealand,Unknown,Stewart Island,Filming a documentary,Boating,"White shark, 6 m"
2013.12.25,2013,XXI,Male,Adult,New Caledonia,North Province,"Lind�ralique, Hiengh�ne",Snorkeling,Unprovoked,Reported to involve a bull shark
2013.12.16,2013,XXI,Male,Teen,South Africa,Western Cape Province,Die Platt,Surfing,Unprovoked,"White shark, 3m "
2013.12.13,2013,XXI,Male,Adult,Kiribati,740 miles SE of Tarawa Atoll,Unknown,Attempting to remove fishing net from submerged object,Unprovoked,Unknown
2013.12.11,2013,XXI,Male,Young,Usa,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,Unprovoked,"Tiger shark, 10' to 12'"
2013.12.10,2013,XXI,Male,Young,Usa,Florida,"Cocoa Beach, Brevard  County",Surfing,Unprovoked,4' to 6' shark
2013.12.05,2013,XXI,Male,Young,Australia,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,Unprovoked," Wobbegong shark, 1.6 to 1.8m "
2013.12.02,2013,XXI,Male,Senior,Usa,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,Unprovoked,Unknown
2013.11.30,2013,XXI,Male,Teen,Australia,New South Wales,"Riecks Point,  Campbell�s Beach, ",Body boarding,Unprovoked,"Tiger shark, 3m "
2013.11.29,2013,XXI,Female,Senior,Usa,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,Unprovoked,Unknown
2013.11.23.a,2013,XXI,Male,Adult,Australia,Western Australia,Gracetown,Surfing,Unprovoked,Thought to involve a white shark
2013.11.22,2013,XXI,Male,Young,Usa,Oregon,"Gleneden Beach, Lincoln County",Surfing,Unprovoked,"White shark, 10 '"
2013.11.12,2013,XXI,Male,Unknown,Australia,Western Australia,"Trigg Beach, Perth",Surfing,Unprovoked,Reported to involve a white shark
2013.11.10,2013,XXI,Male,Old,Bahamas,Unknown,Off Cape Eleuthera,Shark fishing,Provoked,Unknown
2013.11.07.b,2013,XXI,Male,Teen,Usa,New Jersey,"Bay Head, Ocean County",Body boarding,Unprovoked,Unknown
2013.11.07.a,2013,XXI,Male,Unknown,Usa,Florida,"Floridana Beach, Brevard County",Surfing,Unprovoked,Unknown
2013.10.31,2013,XXI,Male,Adult,Usa,Hawaii,"Kanaha Beach, Maui",Kiteboarding,Unprovoked,Tiger shark
2013.10.28,2013,XXI,Female,Senior,Australia,Western Australia,Turquoise Bay,Snorkeling,Unprovoked,"Blacktip reef shark, 1m"
2013.10.26.b,2013,XXI,Male,Young,Reunion,d��tang-Sal�,Ravine Mula,Body boarding,Unprovoked,Thought to involve a bull shark
2013.10.26.a,2013,XXI,Male,Unknown,Australia,Western Australia,"Little Island, near Hillarys",Diving for crayfish,Unprovoked,Reported to involve a 4 m white shark
2013.10.24,2013,XXI,Male,Adult,Australia,New South Wales,South Narrabeen Beach,Surfing,Unprovoked,Wobbegong shark
2013.10.23,2013,XXI,Male,Adult,Usa,Hawaii,"Waiehu, Maui",Diving ,Unprovoked,"Whitetip reef shark, 4' to 6'"
2013.10.20,2013,XXI,Male,Young,Usa,Hawaii,"Pila'a Beach, Kaua'i",Surfing,Unprovoked,Tiger shark
2013.10.19,2013,XXI,Male,Children,Usa,Florida,Miami Beach,Wading,Unprovoked,Nurse shark?
2013.10.11,2013,XXI,Male,Senior,South Africa,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,Unprovoked,White shark
2013.10.08,2013,XXI,Male,Adult,Australia,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,Unprovoked,White shark
2013.10.05,2013,XXI,Male,Adult,Usa,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,Unprovoked,"White shark, 8' to 10'"
2013.10.05,2013,XXI,Male,Teen,Usa,Florida,"Destin, Okaloosa County",Wading,Unprovoked,Small bull shark
