original order,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N),Species ,Investigator or Source
235.0,1840.0,Unprovoked,USA,South Carolina,Other,M,,Y,shark,"C. Creswell, GSAF"
236.0,1840.0,Unprovoked,FIJI,Viti Levu Island,Other,M,,N,Other,"Hobart Town Courier, 9/18/1840"
237.0,1840.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,,Y,Other,"G.P. Whitley, p.259; L. Schultz & M. Malin, p.523"
238.0,1841.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,,Y,Other,"Sydney Gazette, 4/27/1841"
239.0,1842.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,N,Other,"V.M. Coppleson (1933), p.450"
240.0,1842.0,Unprovoked,INDIA,Tamil Nadu,Other,M,,Y,Other,"Tioga Eagle, 10/26/1842"
241.0,1842.0,Provoked,USA,New Jersey,Other,M,,N,Other,"New York Evening Post, 7/11/1842"
242.0,1842.0,Unprovoked,USA,New Jersey,Swimming,M,15.0,N,Other,"Brooklyn Evening Star, 7/14/1842 "
243.0,1844.0,Unprovoked,MADAGASCAR,,Fell overboard,M,,Y,Other,GSAF
244.0,1844.0,Unprovoked,Coast of AFRICA,Island of St. Thomas,Fell overboard,M,,Y,Other,"Tioga Eagle, 7/31/1844 "
245.0,1844.0,Unprovoked,ALGERIA,,Swimming,M,,Y,Other,"C. Moore, GSAF"
246.0,1844.0,Unprovoked,NAMIBIA,,Other,M,,Y,Other,"Colonial Times, 5/24/1845"
247.0,1845.0,Unprovoked,SIERRA LEONE,,Other,M,,Y,Other,Journal of an African Cruiser
248.0,1845.0,Unprovoked,USA,Florida,Fell overboard,M,,Y,Other,"Times-Picayune, 7/31/1845"
249.0,1845.0,Unprovoked,USA,Florida,Other,M,,Y,Other,"Tioga Eagle, 9/10/1845"
250.0,1845.0,Unprovoked,ENGLAND,,Other,M,,N,Other,C. Moore. GSAF
251.0,1845.0,Unprovoked,MEXICO,Vera Cruz,Bathing,M,,Y,Other,"New York Tribune, 12/15/1845"
252.0,1845.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,,Y,Other,The Maitland Mercury & Hunter River General Advertiser 11/18/1893
253.0,1846.0,Unprovoked,CUBA,Havana Province,Bathing,M,,N,Other,"New York Tribune, 9/2/1846"
254.0,1846.0,Unprovoked,AFRICA,,Other,M,,Y,Other,"Hartford Courant, 9/30/1846"
255.0,1846.0,Sea Disaster,MEXICO,Veracruz,Other,M,,Y,Other,"Report of the loss of the Somers, J.H.W."
256.0,1847.0,Unprovoked,USA,South Carolina,Boating,M,,N,Other,"W.H. Greg, p.21"
257.0,1847.0,Invalid,USA,South Carolina,Swimming,M,,,Other,"W.H. Gregg, pp. 21-22"
258.0,1847.0,Unprovoked,AUSTRALIA,Queensland,Other,unknown,,N,Other,Narrative of the Voyage of HMS Rattlesnake 1846-1850
259.0,1847.0,Sea Disaster,MEXICO,,Other,unknown,,Y,Other,"The Guardian, 3/26/1858"
260.0,1847.0,Sea Disaster,AUSTRALIA,Queensland,Other,M,,N,Other,"The Queenslander, 3/12/1921"
261.0,1847.0,Unprovoked,USA,Hawaii,Other,M,,N,Other,"Polynesian, 7/3/1847"
262.0,1847.0,Unprovoked,GREECE,Corfu,Swimming,M,19.0,Y,Other,I. Fergusson; A. Buttigieg; M. Bardanis
263.0,1847.0,Unprovoked,USA,Massachusetts,Wading,M,,N,Other,Louisville Daily Courier. 9/16/1847 
264.0,1847.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,,N,Other,"Moreton Bay Courier, 12.4/1847"
265.0,1848.0,Unprovoked,ENGLAND,Norfolk,Standing,M,,N,Other,"C. Moore, citing R. Peirce"
266.0,1848.0,Invalid,USA,Massachusetts,Other,M,,,Other,"New Orleans Crescent, 7/17/1858"
267.0,1848.0,Unprovoked,USA,Maryland,Swimming,M,15.0,N,Other,"Adams Sentinel, 9/4/1848"
268.0,1849.0,Invalid,AUSTRALIA,New South Wales,Other,M,,,Other,"Maitland Mercury, 2/3/1849"
269.0,1849.0,Unprovoked,USA,Florida,Bathing,F,,Y,Other,"Adams Sentinel, 8/6/1849"
270.0,1849.0,Unprovoked,USA,Florida,Other,M,,Y,Other,"Adams Sentinel, 8/6/1849"
271.0,1849.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,,Y,Other,"Maitland Mercury & Hunter River General Advertiser, 10/10/1849"
272.0,1849.0,Unprovoked,PERU,,Swimming,M,,Y,Other,"Muncie Evening Press, 8/6/1913"
273.0,1849.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,,Y,Other,"Moreton Bay Courier, 12/15/1849"
274.0,1849.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,Y,Other,"T.H. Huxley's Diary, 1935, pp.285-286; G.P. Whitley, p.259"
275.0,1850.0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),Bathing,M,,Y,Other,"E. Squier, 1852, vol. 1"
276.0,1850.0,Unprovoked,USA,Hawaii,Swimming,M,,Y,Other,"Polynesian, 10/26/1850"
277.0,1851.0,Unprovoked,USA,California,Other,M,,N,shark,"The Perry Chief, 10/16/1875"
278.0,1851.0,Unprovoked,USA,Hawaii,Swimming,M,,Y,Other,"The Friend (Honolulu), 3/8/1851"
279.0,1851.0,Unprovoked,MEXICO,Oaxaca,Bathing,M,,Y,Other,"Daily Free Democrat (Milwaukee, WI) 6/16/1851"
280.0,1852.0,Unprovoked,USA,South Carolina,Other,M,,Y,Other,"W. H. Gregg, p. 21"
281.0,1852.0,Unprovoked,NEW ZEALAND,North Island,Swimming,M,,Y,shark,"Ref: H. Blake, Sixty Years in New Zealand, pp. 112-116 V. M. Coppleson (1962], page 247 "
282.0,1852.0,Sea Disaster,SOUTH AFRICA,Western Cape Province,Other,M,,Y,shark,"D. Davies, pp.182-184; M. Levine, GSAF"
283.0,1852.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,,Y,Other,"M. Levine, GSAF; Natal Times, 6/4/1852"
284.0,1852.0,Invalid,ATLANTIC OCEAN,,Other,F,,,Other,Norway Heritage
285.0,1852.0,Unprovoked,USA,Virginia,Swimming,M,,Y,Other,"Dixon Telegraph, 8/14/1852"
286.0,1852.0,Unprovoked,TONGA,Tongatapu,Fell overboard,M,,Y,Other,"Courier, 1/3/1853"
287.0,1852.0,Unprovoked,AUSTRALIA,New South Wales,Fell overboard,M,,Y,Other,"Maitland Mercury, 10/09/1852"
288.0,1852.0,Provoked,PACIFIC OCEAN,Between Australia & USA,Fishing,M,,N,Other,"Maitland Mercury, 10/23/1852"
289.0,1852.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,,,Other,"Maitland Mercury & Hunter River General Advertiser, 12/25/1952"
290.0,1853.0,Unprovoked,USA,Florida,Other,M,,Y,Other,"W. H. Gregg, p.22 "
291.0,1853.0,Invalid,USA,South Carolina,Other,M,,,Other,"W. H. Gregg, p.21 "
292.0,1853.0,Unprovoked,USA,North Carolina,Other,M,,N,shark,"Fort Wayne Gazette, 1/24/1897"
293.0,1853.0,Unprovoked,AUSTRALIA,Queensland,Fell into the water,M,,Y,Other,"Brisbane Courier, 1/28/1909"
294.0,1853.0,Unprovoked,GREECE,Corfu ,Swimming,M,,N,shark,"South Australian Register, 5/8/1854"
295.0,1853.0,Unprovoked,USA,South Carolina,Swimming,M,,Y,shark,Democratic Banner 8/5/1853
296.0,1853.0,Unprovoked,USA,North Carolina,Diving,M,,N,shark,"C. Creswell, GSAF; Washington Post, 10/7/1883, p.2"
297.0,1853.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,,N,Other,"Maitland Mercury, 11/19/1853"
298.0,1855.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,,,Other,"Brighton Southern Cross, 2/13/1915"
299.0,1855.0,Unprovoked,SOLOMON ISLANDS,Makira-Ulawa Province,Swimming,M,,Y,Other,"The Hobarton Mercury, 2/12/1855"
300.0,1855.0,Unprovoked,AUSTRALIA,South Australia,Fell overboard,M,,Y,Other,"The Register, 4/20/1926"
301.0,1855.0,Unprovoked,AUSTRALIA,South Australia,Fell overboard,F,,Y,Other,"The Argus, 4/9/1855"
302.0,1855.0,Unprovoked,,,Bathing,M,,Y,Other,"Maitland Mercury, 8/25/1855"
303.0,1855.0,Sea Disaster,USA,North Carolina,Other,M,,N,Other,"NY Times, 10/12/1855"
304.0,1855.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,,Y,Other,"Maitland Mercury, 11/14/1855"
305.0,1856.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,17.0,UNKNOWN,Other,"The Argus, 2/8/1856"
306.0,1856.0,Unprovoked,ENGLAND,Isle of Wight,Swimming,M,,Y,Other,"C. Moore, GSAF"
307.0,1856.0,Unprovoked,,,Swimming,M,22.0,Y,Other,"Pacific Commercial Advertiser, 11/20/1856"
308.0,1856.0,Unprovoked,FIJI,,Swimming,M,,Y,Other,"The Argus, 11/25/1856"
309.0,1857.0,Unprovoked,USA,Florida,Swimming,M,,Y,Other,"The Buffalo Commercial Advertiser, 5//18/1857"
310.0,1858.0,Unprovoked,TONGA,Vava'u,Other,M,,Y,Other,"Sydney Morning Herald, 1/9/1858"
311.0,1858.0,Unprovoked,USA,Hawaii,Swimming,M,,Y,Other,New York Times 3/14/1858
312.0,1858.0,Unprovoked,AUSTRALIA,Victoria,Bathing,M,22.0,Y,Other,"Moreton Bay Courier, 3/31/1858"
313.0,1858.0,Unprovoked,TOBAGO,,Bathing,M,,N,Other,"C. Moore, GSAF"
314.0,1858.0,Invalid,USA,New York ,Swimming,M,,,Other,"Chicago Tribune, 8/28/1858"
315.0,1858.0,Invalid,USA,New York ,Swimming,M,,,Other,"Chicago Tribune, 8/28/1858"
316.0,1859.0,Unprovoked,USA,Hawaii,Fell overboard,M,21.0,Y,Other,"Pacific Commercial Advertiser, 3/24/1850"
317.0,1860.0,Unprovoked,BAHAMAS,New Providence Island,Other,M,,Y,from shark,"New York Times, 3/26/1860"
318.0,1860.0,Sea Disaster,COOK ISLANDS,Mangaia Island,Other,M,,Y,Other,"Brisbane Courier, 8/1/1866"
319.0,1860.0,Unprovoked,NEW ZEALAND,North Island,Bathing,M,,Y,shark,P. Tichener
320.0,1860.0,Unprovoked,NEW ZEALAND,North Island,Swimming,M,,N,Other,P.Tichener
321.0,1860.0,Unprovoked,USA,New York,Swimming,M,,N,Other,"New York Times, 8/3/1860; Brooklyn News, 8/3/1860, p.8"
322.0,1860.0,Sea Disaster,CANADA,Nova Scotia,Other,M,,Y,Other,"Baltimore Sun, 10/1/1860"
323.0,1860.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,,N,Other,"The Argus, 12/31/1860"
324.0,1861.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,,N,Other,"Moreton Bay Courier, 1/15/1861"
325.0,1861.0,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,Swimming,M,,Y,Other,"Daily Southern Cross, 2/12/1861"
326.0,1861.0,Unprovoked,NEW ZEALAND,North Island,Bathing,M,,N,Other,P. Tichener
327.0,1861.0,Unprovoked,CUBA,,Other,M,,N,Other,"New York Times, 10/5/1861"
328.0,1861.0,Unprovoked,SINGAPORE,,Bathing,M,,Y,Other,"The Argus, 11/15/1861"
329.0,1862.0,Unprovoked,JAPAN,Bonin Islands,Other,M,,Y,Other,"Otago Witness, 10/28/1897"
330.0,1862.0,Unprovoked,USA,Hawaii,Other,F,,N,Other,Captain W. Young
331.0,1862.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Bathing,M,,N,Other,"M. Levine, GSAF"
332.0,1862.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other,M,,N,Other,"Cape Argus, 6/10/1862; M. Levine, GSAF"
333.0,1862.0,Unprovoked,SPAIN,Cádiz,Swimming,M,,Y,shark,C. Moore; W.H. Bedlam
334.0,1862.0,Unprovoked,SPAIN,Cádiz,Other,M,18.0,Y,shark,C. Moore. GSAF
335.0,1862.0,Unprovoked,SPAIN,Malaga,Swimming,M,18.0,Y,Other,C. Moore. GSAF
336.0,1862.0,Invalid,SPAIN,Malaga,Other,M,,,Other,C. Moore. GSAF
337.0,1862.0,Unprovoked,SPAIN,,Bathing,F,,N,Other,C. Moore. GSAF
338.0,1862.0,Invalid,NEW ZEALAND,South Island,Other,unknown,,,Other,"Bendigo Advertiser, 1/3/1863"
339.0,1862.0,Unprovoked,AUSTRALIA,Queensland,Other,M,,Y,Other,"Courier, 12/19/1862"
340.0,1862.0,Unprovoked,NEW ZEALAND,North Island,Swimming,M,28.0,N,Other,"V.M. Coppleson (1962), p.247"
341.0,1863.0,Unprovoked,GREECE,Corfu,Swimming,M,,Y,Other,C. Moore. GSAF
342.0,1863.0,Unprovoked,CEYLON,,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
343.0,1863.0,Unprovoked,CEYLON,,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
344.0,1863.0,Unprovoked,ANDAMAN ISLANDS,,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
345.0,1863.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,17.0,Y,Other,"G.P. Whitley, p.259"
346.0,1863.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,26.0,,Other,"M. Levine, GSAF; Times of Natal, 2/16/1863"
347.0,1863.0,Unprovoked,AUSTRALIA,Victoria,Floating,M,,N,Other,"Argus, 3/10/1863"
348.0,1863.0,Unprovoked,AUSTRALIA,Queensland,Other,M,,Y,shark,"Brisbane Courier, 6/12/1889, p.9"
349.0,1863.0,Provoked,USA,Hawaii,Fishing,M,,N,Other,"Pacific Commercial Advertiser, 7/9/1863"
350.0,1863.0,Unprovoked,USA,South Carolina,Bathing,M,,N,Other,"NY Times, 9/13/1863"
351.0,1863.0,Unprovoked,GUINEA,Conakry Region,Bathing,M,18.0,Y,Other,"P. Purrington, Whaling Museum & Old Dartmouth Historical Society; V.M. Coppleson (1958), p.321    "
352.0,1864.0,Invalid,AUSTRALIA,South Australia,Swimming,M,,,Other,"The Argus, 11/24/1868"
353.0,1864.0,Unprovoked,INDONESIA,Sumatra,Other,M,,Y,Other,"North Adams Transcript, 3/18/1898"
354.0,1864.0,Unprovoked,NEW ZEALAND,North Island,Bathing,M,,N,Other,"Wellington Independent, 1/21/1864"
355.0,1864.0,Unprovoked,NEW ZEALAND,Foveaux Strait,Other,M,,Y,Other,"Otago Witness, 1/16/1864"
356.0,1864.0,Unprovoked,PANAMA,Colón Province,Other,M,,Y,Other,"Chicago Tribune, 1/27/1864"
357.0,1864.0,Unprovoked,MAURITIUS,,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
358.0,1864.0,Unprovoked,CHINA,,Swimming,M,,,Other,"C. Moore, GSAF"
359.0,1864.0,Unprovoked,MAURITIUS,300 miles east of Mauritius,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
360.0,1864.0,Unprovoked,SPAIN,Eastern Catalona,Bathing,M,,Y,Other,"C. Moore, GSAF"
361.0,1864.0,Unprovoked,MADAGASCAR,,Fell overboard,M,,Y,Other,"North Adams Transcript, 3/18/1898"
362.0,1864.0,Unprovoked,USA,New York,Swimming,M,13.0,N,Other,"NY Times, 8/13/1864"
363.0,1864.0,Unprovoked,SCOTLAND,Edinburgh,Other,M,,N,shark,C. Moore citing R. Peirce
364.0,1864.0,Provoked,FRANCE,Alpes Maritime,Other,M,,N,shark,"C. Moore, GSAF"
365.0,1864.0,Sea Disaster,USA,North Carolina,Other,M,,Y,Other,National Republican 10/11/1864
366.0,1865.0,Boating,AUSTRALIA,South Australia,Other,unknown,,N,Other,"V.M. Coppleson (1958), p.186"
367.0,1865.0,Boating,SOUTH AFRICA,Western Cape Province,Fishing,M,,Y,Other,"South African Advertiser, 3/1/1865"
368.0,1865.0,Unprovoked,USA,Texas,Bathing,M,,Y,Other,"Philadelphia Inquirer, 7/14/1865"
369.0,1865.0,Unprovoked,USA,New York,Swimming,M,17.0,N,Other,"P. Bailey; J. Gaudin, GSAF"
370.0,1866.0,Invalid,AUSTRALIA,Western Australia,Fell overboard,M,,,Other,"The Argus, 4/24/1866"
371.0,1866.0,Unprovoked,USA,Alabama,Bathing,M,,Y,Other,"The Atchison Daily Champion, 7/22/1866"
372.0,1867.0,Unprovoked,CUBA,Matanzas Province (north coast),Other,M,,Y,Other,"Washington Star, 12/12/1891"
373.0,1867.0,Boating,AUSTRALIA,Victoria,Other,unknown,,N,Other,"Charlestown Daily News, 4/3/1867"
374.0,1867.0,Sea Disaster,CUBA,Villa Clara Province,Other,M,,Y,Other,"Cork Examiner, 8/17/1867; Whaleman's Shipping List, 9/24;1867"
375.0,1867.0,Unprovoked,MEXICO,Veracruz ,Other,M,,Y,Other,"Washington Star, 12/12/1891"
376.0,1867.0,Unprovoked,EGYPT,,Swimming,M,,Y,Other,"C. Moore, GSAF"
377.0,1868.0,Unprovoked,NEW ZEALAND,North Island,Bathing,M,,N,Other,"V.M. Coppleson (1958)  (May refer to Thomas Cooke, see- 22-Dec-1862)"
378.0,1868.0,Unprovoked,AUSTRALIA,Torres Strait,Swimming,M,,Y,Other,"The New Era, 10/24/1888"
379.0,1868.0,Sea Disaster,AUSTRALIA,South Australia,Fishing,unknown,,N,Other,"Nelson Examiner & New Zealand Chronicle, 4/3/1868"
380.0,1868.0,Sea Disaster,VIETNAM,,Other,M,,Y,Other,"Argus, 5/26/1868"
381.0,1868.0,Unprovoked,INDIA,Hoogly River,Standing,M,35.0,Y,Other,"J. Fayrer, M.D."
382.0,1868.0,Unprovoked,ITALY,Adriatic Sea,Other,M,,Y,shark,"A. De Maddalena; Radovanovi (1965), Soldo & Jardas (2000)"
383.0,1869.0,Invalid,,,Fell overboard,M,,,Other,"Nelson Examiner & New Zealand Chronicle, 4/24/1869"
384.0,1869.0,Unprovoked,AUSTRALIA,South Australia,Other,M,,N,shark,"The Mercury, 4/151869"
385.0,1870.0,Invalid,AUSTRALIA,Tasmania,Canoeing,M,,,Other,"C. Black, p.12; V.M. Coppleson (1958) pp. 104-105"
386.0,1870.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,17.0,N,Other,"Brisbane Courier, 1/15/1870"
387.0,1870.0,Unprovoked,INDIA,"22ºN, 88ºE",Bathing,M,40.0,N,Other,"J. Fayrer, M.D."
388.0,1870.0,Unprovoked,INDIA,"22ºN, 88ºE",Bathing,M,39.0,N,Other,"J. Fayrer, M.D."
389.0,1870.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,13.0,N,Other,"Brisbane Courier, 5/26/1870"
390.0,1870.0,Unprovoked,INDIA,West Bengal,Bathing,M,40.0,N,Other,"J. Fayrer, M.D."
391.0,1870.0,Unprovoked,INDIA,"22ºN, 88ºE",Bathing,M,40.0,N,Other,"J. Fayrer, M.D."
392.0,1870.0,Unprovoked,USA,North Carolina,Bathing,M,,N,Other,"C. Creswell, GSAF, F. Schwartz, p.23"
393.0,1871.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,,N,Other,"G.P. Whitley (1940), p.79"
394.0,1871.0,Unprovoked,AUSTRALIA,Queensland,Other,M,,N,Other,"G.P. Whitley, ref. E.S. Hill"
395.0,1871.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,Y,Other,"G.P. Whitley, ref E.S. Hill, Sydney Mail, 5/6/1871 "
396.0,1871.0,Unprovoked,INDIA,"22ºN, 88ºE",Bathing,M,30.0,Y,Other,"J. Fayrer, M.D., pp.257-260 "
397.0,1871.0,Invalid,GUYANA,,Other,M,,,Other,"The Buffalo Commercial, 5//13/1871"
398.0,1871.0,Unprovoked,SRI LANKA,Eastern Province,Bathing,M,,N,Other,"The Argus, 5/22/1871"
399.0,1871.0,Provoked,USA,New York,Shark fishing,M,,N,Other,"New York Times, 8/26/1871"
400.0,1871.0,Unprovoked,USA,Hawaii,Fishing,M,,N,Other,"The British Colonist, 8/29/1871"
401.0,1871.0,Invalid,AUSTRALIA,New South Wales,Other,M,,,Other,"Border Watch, 1/10/1872"
402.0,1872.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of South America,Other,M,,N,Other,"San Francisco Bulletin, 11/1/1872"
403.0,1872.0,Invalid,Fiji,Lomaiviti Provine,Other,M,,,Other,"Empire, 2/20/1872"
404.0,1872.0,Sea Disaster,AUSTRALIA,Queensland,Other,unknown,,Y,Other,coralsea-wrecks.com
405.0,1872.0,Unprovoked,USA,Hawaii,Canoeing,M,,N,Other,"Honolulu Gazette, 4/3/1872"
406.0,1872.0,Invalid,CROATIA,,Fishing,M,,,Other,"C. Moore, GSAF"
407.0,1872.0,Sea Disaster,BAHAMAS,Abaco Islands,Other,M,,Y,Other,"Chicago Tribune, 12/2/1872"
408.0,1872.0,Invalid,AZORES,,Other,M,,,Other,Strand Magazine 
409.0,1872.0,Unprovoked,INDIAN OCEAN?,,Swimming,M,,Y,Other,"The Mercury, 11/230/1872"
410.0,1873.0,Unprovoked,CUBA,Havana Province,Swimming,M,27.0,N,Other,"NY Times, 8/9/1931"
411.0,1873.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,,N,shark,"Brisbane Courier, 1/9/1873"
412.0,1873.0,Invalid,AUSTRALIA,New South Wales,Bathing,M,,,Other,"The Mercury, 6/9/1873"
413.0,1873.0,Provoked,USA,Maryland,Fishing,M,,N,Other,"NY Times, 7/30/1873"
414.0,1874.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,,N,Other,"Sydney Morning Herald, 1/1/1874; V.M. Coppleson (1962)"
415.0,1874.0,Sea Disaster,TUVALU,,Other,unknown,,Y,Other,"Otago Witness, 10/28/1897"
416.0,1874.0,Boating,CANADA,Newfoundland,Fishing,M,,N,shark,Jones (1879); Piers (1933)
417.0,1874.0,Sea Disaster,HONDURAS,,Other,M,,Y,Other,"Public Ledger, 10/1/1974"
418.0,1874.0,Unprovoked,,,Other,M,,N,Other,"Daily Southern Cross, 6/15/1874"
419.0,1874.0,Unprovoked,KIRIBATI,Gilbert Islands,Other,M,,Y,Other,"Daily Southern Cross, 6/15/1874"
420.0,1874.0,Unprovoked,MEXICO,Veracruz ,Bathing,M,,Y,Other,"The Times-Picayune, 6/18/1874"
421.0,1874.0,Unprovoked,USA,New York,Bathing,M,,N,shark,"NY Times, 7/17/1874"
422.0,1874.0,Unprovoked,USA,Hawaii,Fishing,M,,N,Other,"Empire, 7/15/1874"
423.0,1874.0,Boating,FRANCE,,Fishing,unknown,,N,Other,"C. Moore, GSAF"
424.0,1874.0,Boating,CROATIA,Zadar County,Fishing,unknown,,N,Other,"C. Moore, GSAF"
425.0,1875.0,Unprovoked,AUSTRALIA,Western Australia,Other,M,,Y,Other,"Western Mail (Perth), 6/27/1919"
426.0,1874.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,,N,shark,"Maryborough Chronicle, 11/24/1874"
427.0,1875.0,Invalid,AUSTRALIA,Queensland,Bathing,M,,,Other,"Nelson Evening Mail, 1/20/1875"
428.0,1875.0,Unprovoked,NEW ZEALAND,North Island,Bathing,M,,Y,Other,"Thames Star, 3/3/1875"
429.0,1875.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,unknown,,,Other,"                                                   Natal Colonist, 8/13/1875; M. Levine, GSAF"
430.0,1875.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,,N,Other,"Brisbane Courier, 11/27/1875"
431.0,1876.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,Y,Other,"G.P. Whitley (1951), p.192"
432.0,1876.0,Unprovoked,AUSTRALIA,Western Australia,Pearl diving,M,,N,Other,"G.P. Whitley (1951) pp.185 & 192, citing P.Walcott"
433.0,1876.0,Unprovoked,ENGLAND,"Between Hastings & Fairlight, Sussex",Other,M,,N,porbeagle shark,MEDSAF
434.0,1876.0,Unprovoked,LEBANON,Mount Lebanon,Sponge diving,M,,Y,Other,"Drug Cir. & Chem. Gazette, 1876"
435.0,1876.0,Unprovoked,AUSTRALIA,Victoria,Bathing,M,,Y,Other,"V.M. Coppleson (1958), p.110; A. Sharpe, p.111;  Herald (Melbourne), 12/30/1929 & 5/16/1933 "
436.0,1876.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,,Y,Other,"Sydney Mail, 6/3/1876"
437.0,1876.0,Unprovoked,USA,Georgia,Bathing,M,,N,Other,"The Constitution, 6/24/1876"
438.0,1876.0,Unprovoked,GREECE,Cyclades archipelago,Diving,M,,Y,Other,"C. Moore, GSAF"
439.0,1876.0,Unprovoked,USA,New York,Fishing,M,,Y,Other,"Reading Times, 10/13/1876"
440.0,1877.0,Unprovoked,INDIA,Hoogly River,Other,M,,N,Other,"J. Fayrer, M.D. cited in F. Day, The Fishes of India, p.715 "
441.0,1877.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,M,,,Other,"M. Levine, GSAF; Natal Colonist, 1/9/1877"
442.0,1877.0,Unprovoked,AUSTRALIA,Victoria,Swimming,F,,N,shark,"The Argus, 1/24/1877"
443.0,1877.0,Unprovoked,AUSTRALIA,Victoria,Bathing,M,,Y,Other,"The Mercury, 2/19/1877"
444.0,1877.0,Unprovoked,AUSTRALIA,Victoria,Fishing,M,,N,Other,"Otago Witness, 2/17/1877"
445.0,1877.0,Unprovoked,FIJI,Viti Levu Island,Other,M,15.0,N,Other,"Timaru Herald, 5/18/1877"
446.0,1877.0,Unprovoked,ITALY,Strait of Messina,Other,M,,N,Other,"J. Stanton, et. Al"
447.0,1877.0,Unprovoked,AUSTRALIA,Victoria,Bathing,M,,N,Other,"Brisbane Courier, 4/11/1877"
448.0,1877.0,Provoked,AUSTRALIA,Tasmania,Other,M,,N,gill shark,"C. Black, GSAF; G.P. Whitley, p.259"
449.0,1877.0,Invalid,INDIAN OCEAN,,Other,F,,,Other,"Western Australian Times, 8/28/1877"
450.0,1877.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,,N,shark,"The Mercury (Hobart), 9/22/1877"
451.0,1877.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,Y,Other,"Brisbane Courier, 12/15/1877"
452.0,1877.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,11.0,N,Other,"Sydney Mail, 2/16/1878; G.P. Whitley, (1951) p. 192,  ref. F.A. McNeil ms. 1940; J. Green, p.31"
453.0,1877.0,Sea Disaster,FIJI,,Other,unknown,,Y,Other,"Australian Town & Country Journal, 12/15/1877"
454.0,1878.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,11.0,Y,Other,"G.P. Whitley, ref Dr. Cleland, Med. Journal Australia, 10/4/1924; J. Green, p.31"
455.0,1878.0,Sea Disaster,BRAZIL,,Other,M,,Y,Other,"St Louis Post Dispatch, 5/22/1878"
456.0,1878.0,Sea Disaster,SOUTH AFRICA,Western Cape Province,Other,M,,Y,Other,"M. Levine, GSAF; Times of Natal, 3/15/1878 "
457.0,1878.0,Unprovoked,NEW GUINEA,,Other,M,,N,Other,"Hawkes Bay Herald, 4/16/1878"
458.0,1878.0,Unprovoked,PHILIPPINES,Misamis Oriental,Other,F,,Y,Other,"A.J. Montalvan II, Philippine Daily Inquirer, 12/24/2011"
459.0,1878.0,Unprovoked,USA,New York,Swimming,M,14.0,Y,Other,"NY Times, 8/9 & 8/16/1878"
460.0,1878.0,Unprovoked,USA,New York,Swimming,M,,Y,shark,"Daily Kennebec Journal, 8/10/1878"
461.0,1878.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,Other,M,,Y,Other,"Brisbane Courier, 11/19/1878"
