Case Number,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Species ,Investigator or Source,Date,Year
2017.03.11,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",spearfishing,M,25,N,unknown,"ABS-CBN, 3/13/2017",2017-03-11,2017.0
2017.03.09,Unprovoked,BAHAMAS,Great Exuma,Unknown,unknown,M,58,N,unknown,"Kent Live, 3/9/2017",2017-03-09,2017.0
2017.02.25,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,snorkeling,F,Unknown,N,bull shark,"Perth Now, 2/27/2017",2017-02-25,2017.0
2017.02.24,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",surfing,M,Unknown,N,unknown,"Perth Now, 2/24/2017",2017-02-24,2017.0
2017.02.21,Unprovoked,REUNION,Saint-Andre,Unknown,boarding,M,26,Y,unknown,"Surfline, 2/21/2017",2017-02-21,2017.0
2017.02.17,Unprovoked,AUSTRALIA,Queensland,Eva Rock,spearfishing,M,26,N,unknown,"Courier Mail, 2/18/2017",2017-02-17,2017.0
2017.02.11,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,M,22,N,unknown,"Florida Today, 2/11/2017",2017-02-11,2017.0
2017.02.06.b,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,unknown,F,Unknown,N,unknown,"O Popular, 2/7/2017",2017-02-06,2017.0
2017.02.06.a,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,fishing,M,Unknown,N,tiger shark,"The Citizen, 2/8/2017",2017-02-06,2017.0
2017.02.01.b,Boating,USA,South Carolina,16 miles off Hilton Head,unknown,Unknown,Unknown,N,white shark,"YouTube, 2/2/2017",2017-02-01,2017.0
2017.02.01.a,Unprovoked,BAHAMAS,Bimini,Unknown,diving,M,37,N,reef shark,"Dutch News, 2/2/2017",2017-02-01,2017.0
2017.01.24,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming,M,21,N,unknown,"K. McMurray, Tracking Sharks",2017-01-24,2017.0
2017.01.22,Unprovoked,USA,Florida,"Vero Beach, Indian River County",unknown,M,Unknown,N,unknown,"TCPalm, 1/22/2017",2017-01-22,2017.0
2017.01.21,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",diving,M,55,N,bull shark,"ABC, 1/21/2017",2017-01-21,2017.0
2017.01.13.b,Unprovoked,AUSTRALIA,Queensland,Clairview,swimming,M,57,N,unknown,"Brisbane Times,1/13/2017",2017-01-13,2017.0
2017.01.13.a,Unprovoked,USA,Florida,Jensen Beach,unknown,M,Unknown,N,unknown,WPTV. 1/13/2017,2017-01-13,2017.0
2017.01.09,Unprovoked,INDONESIA,Bali,Balian Beach,surfing,M,48,N,bull shark,"Daily Mail, 1/11/2017",2017-01-09,2017.0
2017.01.08.R,Invalid,AUSTRALIA,Queensland,Unknown,spearfishing,M,35,Unknown,bull shark,Liquid Vision 1/8/2017,2017-01-08,2017.0
2017.01.05,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",wading,M,47,N,unknown,"Florida Today, 1/5/2017",2017-01-05,2017.0
2017.01.03,Invalid,AUSTRALIA,New South Wales,Merimbula,wading,M,20,Unknown,unknown,"Illawarra Mercury, 1/7/2017",2017-01-03,2017.0
2016.12.27,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",surfing,M,16,N,unknown,"TCPalm, 12/28/2016",2016-12-27,2016.0
2016.12.24,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",snorkeling,F,Unknown,N,small shark,"Perth Now, 12/28/2016",2016-12-24,2016.0
2016.12.19,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",skiing,M,55,N,white shark,"The Citizen, 12/19/2016",2016-12-19,2016.0
2016.12.14,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,diving,M,61,N,unknown,"Perth Now, 12/15/2016",2016-12-14,2016.0
2016.12.11.b,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,fishing,M,Unknown,N,unknown,"Tahiti Info, 12/12/2016",2016-12-11,2016.0
2016.12.11.a,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19,Unknown,unknown,"News Journal, 12/15/2016",2016-12-11,2016.0
2016.12.06,Provoked,AUSTRALIA,New South Wales,Merimbula,fishing,M,20,N,unknown,Bay 93.9 Geelong,2016-12-06,2016.0
2016.12.01,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,surfing,M,65,N,white shark,"B. Myatt, GSAF",2016-12-01,2016.0
2016.11.28,Provoked,AUSTRALIA,Victoria,Queenscliff,fishing,M,73,N,unknown,"ABC News, 11/28/2016",2016-11-28,2016.0
2016.11.14,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",floating,F,58,N,tiger shark,"Maui News, 11/14/2016",2016-11-14,2016.0
2016.10.30,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",surfing,M,41,N,unknown,"First Coast News, 10/31/2016",2016-10-30,2016.0
2016.10.29,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,surfing,M,42,N,unknown,"First Coast News, 10/31/2016",2016-10-29,2016.0
2016.10.24,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,surfing,M,36,N,unknown,"Daily Mail, 10/24/2016",2016-10-24,2016.0
2016.10.21,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",surfing,M,36,N,unknown,"Surfline, 10/23/2016",2016-10-21,2016.0
2016.10.15,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",surfing,M,Unknown,N,unknown,"Daily Mail, 10/16/2016",2016-10-15,2016.0
2016.10.14,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",snorkeling,F,66,N,unknown,Maui News,2016-10-14,2016.0
2016.10.13.R,Invalid,MEXICO,Unknown,Guadalupe Island,diving,M,Unknown,Unknown,white shark,YouTube,2016-10-13,2016.0
2016.10.12,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",surfing,M,25,N,unknown,"Courier Mail, 10/12/2016",2016-10-12,2016.0
2016.10.10,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",surfing,M,29,N,unknown,"UP Beacon, 10/12/2016",2016-10-10,2016.0
2016.10.02,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21,N,unknown,"Orlando Sentinel, 10/2/2016",2016-10-02,2016.0
2016.10.01,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,M,32,N,unknown,"Orlando Sentinel, 10/2/2016",2016-10-01,2016.0
2016.09.26,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",surfing,M,17,N,white shark,"ABC.net.au, 09/26/2016",2016-09-26,2016.0
2016.09.18.c,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,16,N,unknown,"Orlando Sentinel, 9/19/2016",2016-09-18,2016.0
2016.09.18.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,36,N,unknown,"Orlando Sentinel, 9/19/2016",2016-09-18,2016.0
2016.09.18.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,43,N,unknown,"Orlando Sentinel, 9/19/2016",2016-09-18,2016.0
2016.09.17.b,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",surfing,M,43,N,unknown,"R. Collier, GSAF",2016-09-17,2016.0
2016.09.17.a,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,surfing,M,Unknown,N,unknown,"The Age, 9/18/2016",2016-09-17,2016.0
2016.09.15,Unprovoked,AUSTRALIA,Victoria,Bells Beach,surfing,M,Unknown,N,unknown,"The Age, 9/16/2016",2016-09-15,2016.0
2016.09.15.R,Boating,AUSTRALIA,Western Australia,Bunbury,fishing,Unknown,Unknown,N,unknown,"West Australian, 9/15/2016",2016-09-15,2016.0
2016.09.11,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",wading,M,Unknown,N,unknown,"News4Jax, 9/11/2016",2016-09-11,2016.0
2016.09.07,Unprovoked,USA,Hawaii,"Makaha, Oahu",swimming,F,51,N,tiger shark,"Hawaii News Now, 9/7/2016",2016-09-07,2016.0
2016.09.06,Unprovoked,NEW CALEDONIA,North Province,Koumac,surfing,M,50,Y,unknown,"TVANouvelles, 9/6/2016",2016-09-06,2016.0
2016.09.05.b,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",boarding,F,12,N,unknown,"C. Creswell, GSAF",2016-09-05,2016.0
2016.09.05.a,Unprovoked,AUSTRALIA,Western Australia,Injidup ,surfing,M,Unknown,N,unknown,"Perth Now, 9/5/2016",2016-09-05,2016.0
2016.09.04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",boarding,M,9,N,unknown,"Orlando Sentinel, 9/7/2016",2016-09-04,2016.0
2016.09.01,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",spearfishing,M,22,N,white shark,"R. Collier, GSAF",2016-09-01,2016.0
2016.09.00,Invalid,MEXICO,Unknown,Guadalupe Island,diving,Unknown,Unknown,Unknown,unknown,K. Yonker,2016-09-01,2016.0
2016.08.29.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,25,N,bull shark,"News Channel 8, 8/30/16",2016-08-29,2016.0
2016.08.29.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,37,N,unknown,"News Channel 8, 8/30/16",2016-08-29,2016.0
2016.08.27,Unprovoked,REUNION,Unknown,Boucan Canot,surfing,M,20,N,bull shark,"LaDepeche, 8/29/2016",2016-08-27,2016.0
2016.08.25,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",wading,M,49,N,unknown,"First Coast News, 7/25/2016",2016-08-25,2016.0
2016.08.07,Unprovoked,BAHAMAS,New Providence Island,Nassau,snorkeling,M,15,N,unknown,"ABC, 8/11/2016",2016-08-07,2016.0
2016.08.06,Unprovoked,USA,Hawaii,Maui,boarding,M,21,N,tiger shark,"SUP, 8/9/2015",2016-08-06,2016.0
2016.08.04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,22,N,blacktip shark,"News 965, 8/5/2016",2016-08-04,2016.0
2016.07.29,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,swimming,M,40,N,unknown,"Informacion.es, 7/29/2016",2016-07-29,2016.0
2016.07.28.R,Unprovoked,CHINA,Hong Kong,Unknown,swimming,M,72,N,unknown,"Klassick, 7/28/2016",2016-07-28,2016.0
2016.07.28,Boating,AUSTRALIA,Western Australia,Near Albany,kayaking,M,Unknown,N,white shark,"ABC Australia, 7/28/2016",2016-07-28,2016.0
2016.07.27,Provoked,USA,Florida,"Florida Keys, Monroe County",unknown,M,43,N,nurse shark,"Tampa Bay Times, 7/27/2016",2016-07-27,2016.0
2016.07.26,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",surfing,M,18,N,unknown,"Gold Coast Bulletin, 7/28/2016",2016-07-26,2016.0
2016.07.24,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,surfing,M,29,N,unknown,"Japan Times, 7/25/2016",2016-07-24,2016.0
2016.07.23.b,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,surfing,M,36,N,unknown,"C. Black, GSAF",2016-07-23,2016.0
2016.07.23.a,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,spearfishing,M,Unknown,N,bull shark,"KWTX, 7/23/2016",2016-07-23,2016.0
2016.07.20,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",fishing,M,31,N,reef shark,"Nine News, 7/20/2016",2016-07-20,2016.0
2016.07.17,Boating,USA,Alabama,8 miles off Mobile,fishing,Unknown,Unknown,N,tiger shark,"Al.com, 7/19/2016",2016-07-17,2016.0
2016.07.16.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,F,9,N,unknown,"Orlando Sentinel, 7/21/2016",2016-07-16,2016.0
2016.07.16.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,F,11,N,unknown,"Orlando Sentinel, 7/21/2016",2016-07-16,2016.0
2016.07.15.b,Unprovoked,USA,California,"Surfside, Orange County",surfing,M,61,N,white shark,"R. Collier, GSAF",2016-07-15,2016.0
2016.07.15.a,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",swimming,M,Unknown,N,unknown,"C. Creswell, GSAF",2016-07-15,2016.0
2016.07.14.R,Unprovoked,BAHAMAS,Unknown,Tiger Beach,diving,M,Unknown,N,unknown,"GrindTV, 7/14/2016",2016-07-14,2016.0
2016.07.08.R,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",wading,F,10,N,unknown,La Opinion de Tenerife,2016-07-08,2016.0
2016.07.08,Boating,USA,California,"Capitola, Santa Cruz County",fishing,M,Unknown,N,white shark,"R. Collier, GSAF",2016-07-08,2016.0
2016.07.07.b,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",fishing,M,59,N,unknown,Salem News 7/8/2016,2016-07-07,2016.0
2016.07.07.a,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",fishing,M,Unknown,N,white shark,"R. Collier, GSAF",2016-07-07,2016.0
2016.07.06,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,F,42,N,unknown,"Florida Today, 7/6/2016",2016-07-06,2016.0
2016.07.04,Provoked,AUSTRALIA,Queensland,Palm Cove ,fishing,M,34,N,nurse shark,"Cairns Post, 7/9/2016",2016-07-04,2016.0
2016.06.27,Unprovoked,USA,South Carolina,Sullivan's Island,unknown,M,35,N,unknown,"C. Creswell, GSAF",2016-06-27,2016.0
2016.06.25,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",surfing,M,11,N,unknown,"C. Creswell, GSAF",2016-06-25,2016.0
2016.06.24,Unprovoked,COLUMBIA,Isla Provedencia,Unknown,diving,M,59,N,reef shark,Dr. A. Velez,2016-06-24,2016.0
2016.06.23,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,spearfishing,M,43,N,white shark,"News 24, 6/23/2016",2016-06-23,2016.0
2016.06.21.b,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",floating,M,42,N,unknown,"C. Creswell, GSAF",2016-06-21,2016.0
2016.06.21.a,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",wading,M,Unknown,N,unknown,"Florida Today, 6/22/2016",2016-06-21,2016.0
2016.06.15.b,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",surfing,M,Unknown,N,unknown,"West Hawaii Today, 6/16/2016",2016-06-15,2016.0
2016.06.15.a,Provoked,AUSTRALIA,Western Australia,Coral Bay,spearfishing,M,19,N,unknown,"Perth Now, 6/16/2016",2016-06-15,2016.0
2016.06.14,Unprovoked,USA,Texas,"Pirates Beach, Galveston",floating,F,6,N,unknown,"Click2Houston, 6/14/2016",2016-06-14,2016.0
2016.06.11,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",standing,M,19,N,unknown,"C. Creswell, GSAF",2016-06-11,2016.0
2016.06.07,Invalid,USA,South Carolina,"Folly Beach, Charleston County",surfing,M,27,Unknown,unknown,"C. Creswell, GSAF",2016-06-07,2016.0
2016.06.05.b,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",swimming,M,64,N,unknown,"Daytona Beach News-Journal, 6/5/2016",2016-06-05,2016.0
2016.06.05.a,Unprovoked,AUSTRALIA,Western Australia,Mindarie,diving,F,60,Y,unknown,"B. Myatt, GSAF",2016-06-05,2016.0
2016.06.04,Unprovoked,EGYPT,Suez,Ain Sokhna,swimming,M,23,N,mako shark,"Ahram Online, 6/4/2016",2016-06-04,2016.0
2016.06.02.b,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,spearfishing,M,Unknown,Unknown,whaler shark,"Gold Coast Bulletin, 6/4/2016",2016-06-02,2016.0
2016.06.02.a,Unprovoked,NEW CALEDONIA,Unknown," Côte-Blanche, Nouméa ",surfing,M,Unknown,N,unknown,"Les Nouvelles Caledoniennes, 6/3/2016",2016-06-02,2016.0
2016.05.31,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",surfing,M,29,Y,white shark,"Perth Now, 5/31/2016",2016-05-31,2016.0
2016.05.29.b,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",swimming,F,52,N,unknown,"R. Collier, GSAF",2016-05-29,2016.0
2016.05.29.a,Unprovoked,USA,Florida,"Neptune, Duval County",swimming,M,13,N,unknown,"News4Jax, 5/29/2016",2016-05-29,2016.0
2016.05.22,Unprovoked,USA,Florida,"Vero Beach, Indian River County",swimming,F,57,N,unknown,"Florida Today, 5/22/2016",2016-05-22,2016.0
2016.05.21.b,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",swimming,F,22,N,bull shark,"ABC Action News, 6/15/2016",2016-05-21,2016.0
2016.05.21.a,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",swimming,F,11,N,unknown,"Action News Jax, 5/23/2016",2016-05-21,2016.0
2016.05.18,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",swimming,M,48,N,blacktip shark,"News4Jax, 5/19/2016",2016-05-18,2016.0
2016.05.15,Provoked,USA,Florida,"Boca Raton, Palm Beach County",unknown,F,23,N,nurse shark,"CBS News, 5/16/2016",2016-05-15,2016.0
2016.05.03,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",floating,M,59,N,unknown,"Maui Now, 5/3/2016",2016-05-03,2016.0
2016.05.02,Provoked,NEW ZEALAND,North Island,Cormandel,fishing,M,39,N,mako shark,Radio New Zealand  5/3/2016,2016-05-02,2016.0
2016.04.25,Unprovoked,INDONESIA,Bali,Balian,surfing,M,24,N,bull shark,"News.com.au, 4/26/2016",2016-04-25,2016.0
2016.04.23,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,15,N,unknown,"News4Jax, 4/23/2016",2016-04-23,2016.0
2016.04.22,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",unknown,M,Unknown,N,white shark,"Knysna-Plett Herald, 4/22/2016",2016-04-22,2016.0
2016.04.19,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",swimming,M,12,N,unknown,"Gold Coast Bulletin, 4/19/2016",2016-04-19,2016.0
2016.04.18.b,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,spearfishing,M,22,Unknown,reef shark,"TNTV News, 4/19/2016",2016-04-18,2016.0
2016.04.18.a,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,spearfishing,M,26,N,reef shark,"Tahiti Infos, 4/19/2016",2016-04-18,2016.0
2016.04.13,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",spearfishing,M,26,N,bull shark,"Palm Beach Post, 4/13/2016",2016-04-13,2016.0
2016.04.09,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,walking,F,69,Y,tiger shark,Les Nouvelles Caledonnie. 4/11/2016,2016-04-09,2016.0
2016.04.08,Invalid,CAPE VERDE,Boa Vista Island,Unknown,unknown,M,60,Unknown,unknown,L.O.Guttke,2016-04-08,2016.0
2016.04.07.b,Unprovoked,USA,Florida,"Florida Keys, Monroe County",fishing,M,34,N,unknown,,2016-04-07,2016.0
2016.04.07.a,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",unknown,M,Unknown,Unknown,unknown,YouTube,2016-04-07,2016.0
2016.03.31,Unprovoked,USA,Hawaii,"Olowalu, Maui",snorkeling,F,46,N,unknown,"Maui Now, 3/31/2016",2016-03-31,2016.0
2016.03.30,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,surfing,M,22,N,unknown,"Daily Telegraph, 3/30/2016",2016-03-30,2016.0
2016.03.28.b,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",unknown,M,Unknown,Unknown,unknown,"Fox 35, 3/30/2015",2016-03-28,2016.0
2016.03.28.a,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,surfing,M,41,N,unknown,"B. Myatt, GSAF",2016-03-28,2016.0
2016.03.26,Provoked,BAHAMAS,Unknown,Unknown,unknown,M,9,N,nurse shark,"Wisconsin State Journal, 4/2/2016",2016-03-26,2016.0
2016.03.13,Invalid,USA,California,"Bolsa Chica State Park, Orange County",surfing,Unknown,Unknown,Unknown,unknown,"Orange County Register, 3/13/2016",2016-03-13,2016.0
2016.03.11,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",surfing,M,19,N,unknown,"WCBV-5, 3/31/206",2016-03-11,2016.0
2016.03.10,Unprovoked,Fiji,Vanua Levu,Unknown,diving,M,45,Y,unknown,"Fiji Sun, 3/12/2016",2016-03-10,2016.0
2016.03.04,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",unknown,M,12,N,unknown,WPTV. 3/4/2016,2016-03-04,2016.0
2016.03.03.R,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,fishing,M,Unknown,N,unknown,"9 News, 3/1/2016",2016-03-03,2016.0
2016.03.02,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,swimming,M,41,N,unknown,"Misones Online, 3/4/2016",2016-03-02,2016.0
2016.02.22,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",surfing,M,21,N,unknown,"Les Nouvelles Calédoniennes, 2/23/2016",2016-02-22,2016.0
2016.02.19,Unprovoked,NEW CALEDONIA,South Province,Yate,spearfishing,M,31,N,unknown,"Les Nouvelles Calédoniennes, 2/19/2016",2016-02-19,2016.0
2016.02.12,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",wading,F,Unknown,N,unknown,S. Harris,2016-02-12,2016.0
2016.02.10.R,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,unknown,M,65,Unknown,unknown,R. Branson,2016-02-10,2016.0
2016.02.10,Invalid,AUSTRALIA,Tasmania,Nettley Bay,surfing,M,Unknown,Unknown,unknown,"C. Black, GSAF",2016-02-10,2016.0
2016.02.05,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,walking,F,45,N,unknown,"Courier Mail, 2/5/2016",2016-02-05,2016.0
2016.02.04,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,windsurfing,M,40,N,unknown,"B. Myatt, GSAF",2016-02-04,2016.0
2016.02.02,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,swimming,M,41,N,unknown,"Globo, 2/3/2016",2016-02-02,2016.0
2016.01.29,Boating,SOUTH AFRICA,KwaZulu-Natal,Unknown,fishing,M,Unknown,N,unknown,"Nine News, 2/1/2016",2016-01-29,2016.0
2016.01.28,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",surfing,M,Unknown,N,reef shark,KHON2. 1/28/2016,2016-01-28,2016.0
2016.01.25,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",surfing,F,15,N,unknown,"The Garden Island, 2/2/2016",2016-01-25,2016.0
2016.01.24.b,Unprovoked,USA,Texas,Off Surfside,spearfishing,M,Unknown,N,bull shark,K. Love,2016-01-24,2016.0
2016.01.24.a,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,fishing,M,Unknown,N,mako shark,"Gulf News, 1/25/2016",2016-01-24,2016.0
2016.01.23,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",boarding,M,48,N,tiger shark,"Grand Forks Herald, 1/27/2915",2016-01-23,2016.0
2016.01.11.R,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",surfing,M,Unknown,N,unknown,"ABC Sunshine Coast, 1/11/2016",2016-01-11,2016.0
2016.01.05,Unprovoked,AUSTRALIA,Queensland,Heron Island,wading,M,11,N,blacktip shark,"Nine News, 1/5/2016",2016-01-05,2016.0
2016.01.02,Unprovoked,AUSTRALIA,Queensland,Miall Island,spearfishing,M,31,N,unknown,"Courier Mail, 1/2/2016",2016-01-02,2016.0
2015.12.26,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,fishing,M,Unknown,N,white shark,"Traveller24, 12/26/2015",2015-12-26,2015.0
2015.12.25,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",swimming,F,38,N,unknown,"Diaro de Visos, 12/26/2015",2015-12-25,2015.0
2015.12.22,Unprovoked,USA,Hawaii,La'aloa Beach Park,boarding,M,71,N,unknown,"West Hawaii Today, 12/23/2015",2015-12-22,2015.0
2015.12.21.b,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,surfing,M,43,N,whaler shark,"The Telegraph, 12/22/;2015",2015-12-21,2015.0
2015.12.21.a,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,diving,M,32,N,tiger shark,"Fox News, 12/22/2015",2015-12-21,2015.0
2015.12.19,Unprovoked,ARUBA,Unknown,Boat capsized,unknown,M,58,Y,unknown,"Fox News, 12/11/2015",2015-12-19,2015.0
2015.12.13,Boating,AUSTRALIA,New South Wales,Lake Macquarie,fishing,Unknown,Unknown,N,white shark,"Courier Mail, 12/15/2015",2015-12-13,2015.0
2015.12.11,Unprovoked,BAHAMAS,Unknown,Off Andros Island,fishing,M,26,N,bull shark,"Nassau Guardian, 12/12/2015",2015-12-11,2015.0
2015.12.08,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,swimming,F,22,N,unknown,"The Bulletin, 12/17/2015",2015-12-08,2015.0
2015.11.20,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",snorkeling,M,55,N,unknown,G. Hurley,2015-11-20,2015.0
2015.11.16,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,M,Unknown,N,unknown,WFTV. 11/17/2015,2015-11-16,2015.0
2015.11.15.b,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",swimming,F,Unknown,N,unknown,"Palm Beach Post, 11/16/2015",2015-11-15,2015.0
2015.11.15.a,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",surfing,M,28,N,unknown,"5WPTV, 11/15/2015",2015-11-15,2015.0
2015.11.10,Unprovoked,AUSTRALIA,New South Wales,East Ballina,surfing,M,20,N,bull shark,"The Sydney Morning Herald, 11/11/2015",2015-11-10,2015.0
2015.12.23,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",surfing,F,9,Unknown,unknown,"Fox25Orlando, 11/7/2015",2015-12-23,2015.0
