Case Number,Month,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,Species ,Investigator or Source,pdf,URL Reference
2016.02.05,Feb,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,Foot nipped,N,13h20,,"Courier Mail, 2/5/2016",2016.02.05-Stradbroke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.05-Stradbroke.pdf
2016.02.04,Feb,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,"No injury, shark bit board",N,Late afternoon,,"B. Myatt, GSAF",2016.02.04-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.04-Morris.pdf
2016.01.29,Jan,2016,Boat,SOUTH AFRICA,KwaZulu-Natal,,Kayak fishing,"No injury, shark capsized kayak",N,,,"Nine News, 2/1/2016",2016.01.29-DeLange.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.29-DeLange.pdf
2016.01.28,Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,Lacerations to both hands,N,14h00,"Reef shark, 5'",KHON2. 1/28/2016,2016.01.28-Kauai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.28-Kauai.pdf
2016.01.25,Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai,",Surfing,No injury,N,11h30,,"The Garden Island, 2/2/2016",2016.01.25-Waldman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.25-Waldman.pdf
2016.01.24.b,Jan,2016,Unprovoked,USA,Texas,Off Surfside,Spearfishing,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,Bull sharks x 2,K. Love,2016.01.24.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.b-Love.pdf
2016.01.24.a,Jan,2016,Boat,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,"No injury to occupants, shark leapt into boat",N,,Mako shark,"Gulf News, 1/25/2016",2016.01.24.a-UAEboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.a-UAEboat.pdf
2016.01.23,Jan,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,No injury,N,Morning,"Tiger shark, 14'","Grand Forks Herald, 1/27/2915",2016.01.23-Mason.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.23-Mason.pdf
2016.01.11.R,Jan,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,Laceration to right foot,N,,Wobbegong shark,"ABC Sunshine Coast, 1/11/2016",2016.01.11.R-Hilder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.11.R-Hilder.pdf
2016.01.05,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,Laceration to right calf,N,Afternoon,Blacktip shark,"Nine News, 1/5/2016",2016.01.05-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.05-Davis.pdf
2016.01.02,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,Lacerations to arms & leg,N,11h30,3 m shark,"Courier Mail, 1/2/2016",2016.01.02-Countryman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf
2015.12.26,Dec,2015,Boat,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,"No injury, kayak damaged",N,Morning,"White shark, 3 m","Traveller24, 12/26/2015",2015.12.26-Wardell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf
2015.12.25,Dec,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,Lacerations to left forearm,N,,"Silky shark, 6.5'","Diaro de Visos, 12/26/2015",2015.12.25-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf
2015.12.22,Dec,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,"No injury, shark bit board",N,Morning,9' shark,"West Hawaii Today, 12/23/2015",2015.12.22-Ford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf
2015.12.21.b,Dec,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,"No injury, shark leapt on surfboard",N,07h00,"Bronze whaler shark, 6'","The Telegraph, 12/22/;2015",2015.12.21.b-Norburn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf
2015.12.21.a,Dec,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,Right hand & part of forearm removed,N,,"Tiger shark, 1.5 m","Fox News, 12/22/2015",2015.12.21.a-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf
2015.12.19,Dec,2015,Unprovoked,ARUBA,,Boat capsized,Sea disaster,FATAL,Y,,,"Fox News, 12/11/2015",2015.12.19-Aruba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.19-Aruba.pdf
2015.12.13,Dec,2015,Boat,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,"No injury, shark rammed boat & bit motor",N,10h30,"White shark, 3.5 m","Courier Mail, 12/15/2015",2015.12.13-Crust-Boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf
2015.12.11,Dec,2015,Unprovoked,BAHAMAS,,Off Andros Island,Lobster fishing,"Bitten on thigh, abdomen & hand",N,,Bull shark,"Nassau Guardian, 12/12/2015",2015.12.11-Pinder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11-Pinder.pdf
2015.12.08,Dec,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,Lacerations to both hands and forearms,N,Morning,,"The Bulletin, 12/17/2015",2015.12.08-Scott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf
2015.11.16,Nov,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Right heel injured,N,Afternoon,,WFTV. 11/17/2015,2015.11.16-Conti.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf
2015.11.15.b,Nov,2015,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Leg injured,N,Morning,,"Palm Beach Post, 11/16/2015",2015.11.15.b-PalmBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-PalmBeach.pdf
2015.11.15.a,Nov,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,Lacerations to hand,N,,"Spinner shark, 7'","5WPTV, 11/15/2015",2015.11.15.a-Engelman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf
2015.11.10,Nov,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,Injury to left thigh,N,18h15,"Bull shark, 2.8 to 3.1 m","The Sydney Morning Herald, 11/11/2015",2015.11.10-Morgan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf
2015.12.23,Nov,2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,Lower left leg injured,N,11h00,Shark involvement not confirmed,"Fox25Orlando, 11/7/2015",2015.11.07-Underwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf
2015.11.03,Nov,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,Laceration to right ankle,N,11h00,,"Hawaii News Now, 11/4/2015",2015.11.03-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf
2015.11.01.b,Nov,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,Injury to right ankle/calf & hand,N,14h00,3' to 5' shark,"USA Today, 11/1/2015",2015.11.01.b-Kruse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf
2015.11.01.a,Nov,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,"Arms severely injured, surgically amputated",N,04h00,,"Coastweek, 12/3/2015",2015.11.01.a-Ernesto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf
2015.10.30,Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,Minor injury,N,,,"Perth Now, 10/30/2015",2015.10.30-Galli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf
2015.10.28.a,Oct,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,,"Star Advertiser, 10/28/2015",2015.10.28-Senensi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf
2015.10.25,Oct,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,"Lacerations to right calf, knee & hip",N,15h00,"White shark, 3 to 3.5m","News 24, 10/26/2015",2015.10.25-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf
2015.10.21,Oct,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Lacerations to left hand,N,14h30,5' shark,"ClickOrlando.com, 10/21/2015",2015.10.21-Playalinda.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf
2015.10.19,Oct,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,Left foot bitten,N,13h50,"Spinner shark, 5'","NBC6.com, 10/19/2015",2015.10.19-Kirn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.19-Kirn.pdf
2015.10.17.c,Oct,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,FATAL,Y,,,Xinhua News Agency,2015.10.17.c-Cavel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.c-Cavel.pdf
2015.10.17.b,Oct,2015,Invalid,USA,Hawaii,"Waikiki,",Surfing,Left foot bitten by eel,N,19h20,No shark involvement,"KHON2, 10/17/2015",2015.10.17.b.-Hawaii. pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.b.-Hawaii.pdf
2015.10.17.a,Oct,2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,Injuries to lower legs,N,11h30,"Tiger shark, 7'","KHON2, 10/17/2015",2015.10.17.a-Lee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.a-Lee.pdf
2015.10.13,Oct,2015,Boat,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,"No injury, shark rammed kayak repeatedly",N,11h00,Hammerhead sp.,"The Tribune, 10/28/2015",2015.10.13-Pavacich-kayak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.13-Pavacich-kayak.pdf
2015.10.09.b,Oct,2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,Laceration to forearm,N,16h20,,"C. Creswell, GSAF",2015.10.09.b-Kershner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.b-Kershner.pdf
2015.10.09.a,Oct,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,"Left leg severed below the knee, defense injuries to left hand",N,10h25,"Tiger shark, 13'","Hawaii News Now, 10/9/2015",2015.10.09.a-Cook.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.a-Cook.pdf
2015.10.08,Oct,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,"Arm severely injured, surgically amputated",N,,,Club of Mozambique,2015.10.08-Rafael.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.08-Rafael.pdf
2015.10.07,Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,Foot injured,N,16h50,,"Daily Mail, 10/7/2015",2015.10.07-Zawadzki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf
2015.10.05.b,Oct,2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,2 lacerations to ankle,N,13h00,,"WPBF.com, 10/6/2015",2015.10.05.b-FtPierce.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.b-FtPierce.pdf
2015.10.05.a,Oct,2015,Unprovoked,USA,Texas,Galveston,Wading,Foot & hands bitten,N,10h00,4' to 5' shark,"Houston Chronicle, 10/5/2015",2015.10.05.a-Slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.a-Slaughter.pdf
2015.10.04,Oct,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Severe lacerations to left hand,N,08h30,"Blacktip shark, 4' to 5'","CNN, 10/4/2015",2015.10.04-Tarasovic.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.04-Tarasovic.pdf
2015.09.29,Sep,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,"Laceration to heel, puncture wounds to dorsum of foot",N,16h20,"Blacktip shark, 5' to 6'","First Coast News, 9/30/2015",2015.09.29-Morrison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.29-Morrison.pdf
2015.09.26,Sep,2015,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,Laceration to leg,N,Afternoon,,"The Cairns Post, 9/28/2015",2015.09.26-QLD.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf
2015.09.24,Sep,2015,Unprovoked,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,"No injury, kayak damaged",N,10h45-11h15,"White shark, 19'",R. Collier,2015.09.24-Kenney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.24-Kenney.pdf
2015.09.20.d,Sep,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor injury to left ankle,N,16h45,juvenile shark,"Orlando Sentinel, 9/20/2015",2015.09.20.d-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.d-NSB.pdf
2015.09.20.c,Sep,2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,Severe laceration to left leg,N,15h52,"Tiger shark, 13'","Big Island Video, 9/20/2015",2015.09.20.c-Braxton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.c-Braxton.pdf
2015.09.20.b,Sep,2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,Significant injuries to leg,N,12h30,4' shark,"News4Jax, 9/21/2015",2015.09.20.b-Bitner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.b-Bitner.pdf
2015.09.20.a,Sep,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,Injury to right hand / wrist,N,07h30,,"News4JAX, 9/21/2015",2015.09.20.a-Schiavo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.a-Schiavo.pdf
2015.09.18,Sep,2015,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,Lacerations to calf,N,19h00,,"Action News Jax, 9/23/2015",2015.09.18-Vergenz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.18-Vergenz.pdf
2015.09.17,Sep,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,Injury to right foot,N,15h00,,"News4JAX, 9/15/2015",2015.09.17-Liebetrau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.17-Liebetrau.pdf
2015.09.08,Sep,2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,Minor laceration to hand,N,06h15,6' shark,"ABC News, 9/8/2015",2015.09.08-Daniels.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf
2015.09.06,Sep,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,"No injury, shark struck board, tossing her into the sea",N,17h30,"White shark, 11' to 12'","R. Collier, GSAF",2015.09.06-Gennaro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.06-Gennaro.pdf
2015.09.05,Sep,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,14h40,Hammerhead shark.,"R. Collier, GSAF",2015.09.05-Marks.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.05-Marks.pdf
2015.09.04,Sep,2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,Inuries to lower left leg & ankle,N,11h30,"White shark, 2.5 m","The Sydney Morning Herald, 9/4/2015",2015.09.04-Quinliven.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf
2015.09.03,Sep,2015,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,Right foot bitten,N,16h00,4' shark?,"C. Creswell, GSAF",2015.09.03-Wagner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.03-Wagner.pdf
2015.09.01,Sep,2015,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,Left foot & ankle bitten,N,08h30,small shark,"Phuket Gazette, 9/1/2015",2015.09.01-Neame.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.01-Neame.pdf
2015.09.00,Sep,2015,Unprovoked,FIJI,,,Spearfishing,Leg bitten,N,,Tiger shark,"Fiji Times, 2/8/2016",2015.09.00-Lautiki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.00-Lautiki.pdf
2015.08.29.b,Aug,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,"No injury, surfboard bitten",N,10h25,"White shark, 11' to 12'","R. Collier, GSAF",2015.08.29.b-Dempsey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.b-Dempsey.pdf
2015.08.29.a,Aug,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,"No injury, shark struk sufer's leg and his board",N,10h00,"White shark, 10' to 12'","R. Collier, GSAF",2015.08.29.a-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.a-Phillips.pdf
2015.08.22.b,Aug,2015,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",,Wound to right lower leg,N,19h45,Shark involvement not confirmed,"Brevard Times, 8/22/2015",2015.08.22.b-CocoaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.b-CocoaBeach.pdf
2015.08.22.a,Aug,2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,Severe laceration to left buttock & thigh,N,17h10,,"Daily Telegraph, 8/22/2015",2015.08.22.a-Carr.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf
2015.08.20,Aug,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,"Injuries to left calf, arm and hand",N,12h30,4' shark,"C. Creswell, GSAF",2015.08.20-Peyton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.20-Peyton.pdf
2015.08.19,Aug,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,Lacerations to right leg,N,15h30,3' shark,"ABC News, 8/21/2015",2015.08.19-Szsarmack,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.19-Szsarmack
2015.08.18.b,Aug,2015,Unprovoked,USA,California,Santa Barbara County,Kayak Fishing,"No injury, kayak bitten",N,07h30,"White shark, 13'","R. Collier, GSAF",2015.08.18.b-Lyon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.b-Lyon.pdf
2015.08.18.a,Aug,2015,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,Minor injury when he attempted to touch a fish.,N,11h00,Shark involvement not confirmed,"The Local, 8/18/2015",2015.08.18.a-Benidorm.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.a-Benidorm.pdf
2015.08.10,Aug,2015,Provoked,USA,California,Cortes Bank,Spearfishing,Right hand bitten  PROVOKED INCIDENT,N,08h00,Hammerhead shark. 6' to 7',"NBC San Diego, 8/13/2015",2015.08.10-Shafer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.10-Shafer.pdf
2015.07.31,Jul,2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,06h00,White shark,"Daily Telegraph, 7/31/2015",2015.07.31-Ison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf
2015.07.26.b,Jul,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,Minor injury to sole of foot,N,19h00,"Blacktip or spinner shark, 4'",CBS 7/27/2015,2015.07.26.b-Warrilow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.b-Warrilow.pdf
2015.07.26.a,Jul,2015,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,"2' cut to dorsum of foot, 2 puncture wounds to sole",N,10h10,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed","C. Creswell, GSAF, ABC 11, 7/27/2015",2015.07.26.a-Edisto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.a-Edisto.pdf
2015.07.25,Jul,2015,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,FATAL,Y,10h00,White shark,"C. Black, GSAF",2015.07.25-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.25-Johnson.pdf
2015.07.23.b,Jul,2015,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,,"Mako shark, 100-lb","NBC San Diego, 7/27/2015",2015.07.23.b-Lorber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.b-Lorber.pdf
2015.07.23.a,Jul,2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,Left hand bitten,N,,"Bronze whaler shark, 1.5m","ABC News, 7/27/2015",2015.07.23.a-Victoria.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.a-Victoria.pdf
2015.07.22,Jul,2015,Unprovoked,REUNION,,St. Leu,Surfing,Arm bitten,N,,"Bull shark, 2m",Zig Zag Surfing Magazine,2015.07.22-Arrieguy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.22-Arrieguy.pdf
2015.07.19,Jul,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,No injury,N,,White shark,"BBC, 7/20/2015",2015.07.19-Fanning.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.19-Fanning.pdf
2015.07-10,Jul,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,"No injury, shark bumped & damaged board",N,08h45,"White shark, 7'","KTLA, 7/10/2015",2015.07.10-Miskin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.10-Miskin.pdf
2015.07.08,Jul,2015,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,Laceration to back,N,,Shark involvement not cofirmed,"Sentinel & Enterprise.com, 10/4/2015",2015.07.08-Finney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.08-Finney.pdf
2015.07.06,Jul,2015,Invalid,FRENCH POLYNESIA,Bora Bora,,Swimming,Parallel lacerations to torso inconsistent with shark bite,N,,No shark involvement,"Hollywood Life, 7/6/2015",2015.07.06-Termini.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.06-Termini.pdf
2015.07.04.b,Jul,2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,Lacerations to lower leg & ankle,N,,6' shark,"ABC action News, 7/7/2015",2015.07.04.b-Hester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.04.b-Hester.pdf
