Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Avg age,Injury,Fatal,Investigator or Source,href formula
2015.06.07,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11.0,28.0,Lacerations to right calf,N,"Florida Today, 6/7/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.07-Vertullo.pdf
2015.06.05,2015,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,17.0,28.0,Puncture wound to finger,N,"7 News, 6/5/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.05-FortLauderdale.pdf
2015.05.29,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14.0,28.0,Left foot bitten,N,"Orlando Sentinel, 5/29/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.b-Gilpin.pdf
2015.05.29,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,19.0,28.0,Minor lacerations to dorsum of right foot,N,"ClickOrlando, 5/29/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.a-Hatfield.pdf
2015.05.24,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13.0,28.0,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,"WFTV,  5/27/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.24-Wheatro.pdf
2015.05.20,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18.0,28.0,2 puncture wounds to  dorsum of left foot,N,"WFTV, 5/20/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.20-Zaccaria.pdf
2015.05.15,2015,Unprovoked,USA,South Carolina,Sullivan's Island,,M,30.0,28.0,Laceration to foot ,N,"News 2, 5/15/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.15-Sullivans.pdf
2015.05.07,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,,28.0,"Lacerations to lower left leg, ankle & foot",N,"KnightNews.com, 5/9/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.07-Green.pdf
2015.04.29,2015,Unprovoked,USA,Hawaii,Kanahena Cove,Snorkeling,F,65.0,28.0,FATAL,Y,"Star Advertiser, 4/30/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.29-Cruse.pdf
2015.04.26,2015,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,M,63.0,28.0,Lacerations to left calf,N,"ABC-7, 4/27/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.26-Jessen.pdf
2015.04.13,2015,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,48.0,28.0,Lacerations to shoulder and left bicep,N,"Miami Herald, 4/25/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.13-Rackley.pdf
2015.04.03,2015,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,M,70.0,28.0,Injuries to head & torso,N,"ABC Action News, 4/6/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.03-Neumann.pdf
2015.03.18,2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,M,58.0,28.0,Lacerations to left forearm. Lacerations to left hand and thigh,N,"KMBC, 3/19/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.18-Grasing.pdf
2015.01.27,2015,Provoked,USA,Hawaii,Lahaina,Shark fishing,M,20.0,28.0,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,"Huffington Post, 1/28/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.27-Pollard.pdf
2015.01.19,2015,Boat,USA,Florida,Off Panama City,Fishing,M,,28.0,No injury but shark bit trolling motor & rammed boat,N,"The Panhandle, 1/20/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.b-Fitzgerald-boat.pdf
2015.01.08,2015,Invalid,USA,Florida,,Swimming after falling overboard,M,38.0,28.0,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,"UPI, 1/12/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.08-Konrad.pdf
2015.01.01,2015,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",,M,12.0,28.0,Leg bitten,N,"WPTV-West Palm Beach, 1/2/2015",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.01-Child.pdf
2014.12.28,2014,Unprovoked,USA,California,"Monta�a de Oro State Park, San Luis Obispo County",Surfing,M,50.0,28.0,Injury to hip/leg,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.b-Swanson.pdf
2014.11.16,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,44.0,28.0,Laceration to left hand,N,"USA Today, 11/16/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.16-IndianHarbor.pdf
2014.11.17,2014,Boat,USA,California,"Franklin Point, San Mateo County",,,,28.0,"Shark bumped boat, no injury to occupants",N,"Inquisitr, 11/17/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.17-CA-Fishermen.pdf
2014.11.13,2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53.0,28.0,Laceration to left upper leg,N,"G. Kubota, Star Advertiser, 11/13/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.13-Hawaii.pdf
2014.11.08,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18.0,28.0,Minor injuries to hand & arm ,N,WPTV.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.08-FortPierce.pdf
2014.10.31,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,34.0,28.0,Lacerations to fingers,N,"L. Kubota, Hawaii News Now, 10/31/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.31-Clark.pdf
2014.10.22,2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,,28.0,"No injury, paddleboard bitten",N,"Hawaii News Now, 10/22/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.22-Lawrence.pdf
2014.10.20,2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,,28.0,"No injury, paddleboard bitten",N,"The Maui News, 10/21/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.20-Maui.pdf
2014.10.19,2014,Boat,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,,28.0,"No injury to occupant, canoe bitten",N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.19-Tara.pdf
2014.10.18,2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,M,,28.0,"No injury, surfboard bitten",N,"Star Advertiser, 10/18/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.18-Roberson.pdf
2014.10.14,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,,28.0,Lacerations to left foot,N,"TheIndyChannel, 10/16,2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.14-Bandy.pdf
2014.10.12,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,,28.0,Laceration to right hand/wrist,N,"Florida Today, 10/13/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.12-Melbourne.pdf
2014.10.07,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,40.0,28.0,Thigh bitten,N,"Click Orlando, 10/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.07-CherieDownPark.pdf
2014.10.05,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29.0,28.0,Foot bitten,N,"WESH2, 10/6/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.b-Ross.pdf
2014.10.05,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,28.0,Foot bitten,N,"WESH2, 10/6/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.a-Mantooth.pdf
2014.10.03,2014,Boat,USA,California,Santa Barbara County,Kayaking,M,,28.0,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.03.b-Kayaks2.pdf
2014.10.03,2014,Boat,USA,California,Santa Barbara County,Kayaking ,M,,28.0,"No injury to occupant, shark/s holded  kayak",N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.03.a-Kayaks1.pdf
2014.10.02,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,28.0,28.0,Lacerations to knee,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.b-Vandenberg.pdf
2014.09.21,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,28.0,Minor injury to left foot,N,"NBC2 News, 9/21/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.21-Lefebvre.pdf
2014.09.13,2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,,28.0,"A hoax, no shark involvement",N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.13-Browning.pdf
2014.09.06,2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,M,43.0,28.0,Leg bitten,N,"Fox10TV.com, 9/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.06-Robson.pdf
2014.09.03,2014,Unprovoked,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,F,20.0,28.0,"No injury, shark bit kayak",N,"Boston Globe, 9/4/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.03-Plymouthkayakers.pdf
2014.09.02,2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,52.0,28.0,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,"WPBF.com, 9/2/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.02-FletcherBeach.pdf
2014.08.31,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,F,13.0,28.0,Injury to left calf,N,"Sun Sentinel, 8/31/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.31-Masterson.pdf
2014.08.29,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17.0,28.0,Lacerations to shin,N,"Click Orlando, 9/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.29.b-Murphy.pdf
2014.08.29,2014,Invalid,USA,Florida,"Atlantic Beach, Duval County",,,,28.0,Shark involvement not confirmed,N,"Orlando Sentinel, 8/31/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.29.a-AtlanticBeach.pdf
2014.08.28,2014,Provoked,USA,Maryland,Assateague National Seashore,Fishing,M,33.0,28.0,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,"Delmarva Now, 8/29/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.28-Vickers.pdf
2014.08.27,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,29.0,28.0,Laceration to left hand,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.b-Anderson.pdf
2014.08.27,2014,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,F,,28.0,Heel bitten,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.a-Surfside.pdf
2014.08.25,2014,Provoked,USA,Florida,Apalachicola Bay,Fishing for sharks,M,,28.0,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,"Nooga.com, 8/25/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.25.R-Wiley.pdf
2014.08.24,2014,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,,,28.0,Laceration to left foot,N,"C. Creswell, GSAF; WWAY, 8/24/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.24-Diggs.pdf
2014.08.12,2014,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,,28.0,Puncture wounds and lacerations to left thigh and knee,N,"K. Hayes / Brewton Standard, 8/19/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.15-Hayes.pdf
2014.08.10,2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",,M,26.0,28.0,Puncture wounds & lacerations to foot,N,"CBS Miami, 8/11/1014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.10-Hallandale.pdf
2014.08.09,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10.0,28.0,Puncture wounds to right foot & ankle,N,"Florida Today, 8/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.09-CocoaBeach.pdf
2014.08.08,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,,28.0,Minor lacerations to left heel and big toe,N,"The Times-Picayune, 8/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.08-Trentacosta.pdf
2014.08.06,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,10.0,28.0,Lacerations to right leg & foot,N,"C. Creswell, GSAF;        WCSC. 8/6/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.14-Harris.pdf
2014.08.05,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,45.0,28.0,Lacerations to  foot,N,"Inquisitr, 8/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.05-Tulip.pdf
2014.08.02,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,50.0,28.0,Foot bitten,N,"Florida Today, 8/8/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.08-CocoaBeach.pdf
2014.08.02,2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,M,,28.0,Laceration to ankle,N,"Florida Today, 8/2/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.02-Sanhueza.pdf
2014.07.27,2014,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,,28.0,Left foot bitten,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.27-SunsetBeach.pdf
2014.07.21,2014,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,,28.0,Lacerations to right knee,N,"ClickOrlando, 7/22/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.21-Crick.pdf
2014.07.16,2014,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,61.0,28.0,Lacerations to left foot,N,"Maui Now, 7/16/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.16-Maui.pdf
2014.07.14,2014,Unprovoked,USA,Florida,Okaloosa Island,Swimming,M,39.0,28.0,Puncture wounds to foot,N,"W. Victora, Daily News, 7/15/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.14-Moore.pdf
2014.07.12,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,,28.0,Lacerations to hand and wrist,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.12-Jewell.pdf
2014.07.09,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14.0,28.0,Lacerations to foot,N,"WESH.com, 7/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.09-Durham.pdf
2014.07.05,2014,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,,28.0,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,"R. Collier, GSAF /                   M Michaelson, SRI ",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.b-Robles.pdf
2014.07.05,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,,28.0,"No injury, surboard bitten",N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.a-Surfer.pdf
2014.07.03,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,19.0,28.0,Right hand bitten,N,"C. Creswell, GSAF Live5News, 7/3/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.03-Fairbourne.pdf
2014.06.09,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16.0,28.0,"Abrasion to right hand, lacerations to left forearm",N,"News Journal (Wilmington, Del), 6/11/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.b-Vance.pdf
2014.06.07,2014,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14.0,28.0,Shallow lacerations & puncture wounds below shoulder,N,"Inquisitr.com, 6/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.07-Medina.pdf
2014.06.01,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22.0,28.0,Laceration to right lower leg,N,"Local10.com, 6/1/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.c-Vaughn.pdf
2014.06.01,2014,Unprovoked,USA,Palmyra Atoll,,Tagging sharks,F,37.0,28.0,Laceration to left hand,N,U.S. Coast Guard,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.a-PalmyraAtoll.pdf
2014.05.15,2014,Unprovoked,USA,Florida,"Juan Ponce de Le�n Landing, Melbourne Beach, Brevard County",Body boarding,F,38.0,28.0,Calf bitten,N,"M. Michaelson, Shark Research Institute",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.15-Tatsch.pdf
2014.05.13,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44.0,28.0,Lacerations and puncture wounds to right foot,N,"M. Michaelson, Shark Research Institute",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.13-Cosa.pdf
2014.05.11,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12.0,28.0,Puncture wounds to right thigh,N,"Savannah Morning News, 5/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.11-Meadows.pdf
2014.05.10,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,,28.0,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N,"Metro, 5/10/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.10.R-Roseman.pdf
2014.05.06,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40.0,28.0,Lacerations to left foot,N,"The Island Packet, 5/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.06-Popp.pdf
2014.05.01,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23.0,28.0,Laceration to right hand and cuts on fingertips,N,"Wesh.com, 5/2/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.01-Nolet.pdf
2014.04.22,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,42.0,28.0,Laceration & puncture wounds to right foot,N,"R. Neale, Florida Today, 4/22/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.22-CocoaBeach.pdf
2014.04.15,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25.0,28.0,Minor lacerations to left foot,N,"Daytona Beach News-Journal, 4/15/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.15-NSB.pdf
2014.04.04,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,28.0,Minor puncture wounds to lower left leg,N,"News 13, 4/4/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.b-NSB.pdf
2014.04.04,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,28.0,Lacerations to foot,N,"News 13, 4/4/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.a-NSB.pdf
2014.03.22,2014,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,,28.0,Lacerations to left forearm,N,"TC Palm, 3/23/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.22.a-Hoffman.pdf
2014.03.21,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,,28.0,Lacerations to toes and heel of right foot,N,"E. Guy, WPBF, 3/26/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.21-Cozzen.pdf
2014.03.02,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21.0,28.0,Lacerations to toes,N,"L.Gordon, CBS 12, 3/3/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.02-Fugitt.pdf
2013.12.11,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29.0,28.0,Lacerations to right hand & knee,N,"Big Island Now, 12/11/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.11-Hawaii.pdf
2013.12.10,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30.0,28.0,Right foot bitten,N,"Florida Today, 12/10/2103",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.10-Baughman.pdf
2013.12.02,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57.0,28.0,FATAL,Y,"C. Sugidono, The Maui News, 12/2/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.02-Briney.pdf
2013.11.29,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58.0,28.0,Right calf bitten,N,"L. Fujimoto, Maui News, 11/29/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.29-Maui.pdf
2013.11.22,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25.0,28.0,"No injury, board bitten",N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.22-Gardiner.pdf
2013.11.07,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16.0,28.0,"No injury, swim fin bitten",N,"S. Nagiewicz, SRI; Star Ledger, 11/9/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.07.b-Gates.pdf
