date,month,year,type,country,activity,sex,age,fatal (y/n)
11-Dec-13,dec,2013,Unprovoked,USA,Boogie boarding,M,29,N
10-Dec-13,dec,2013,Unprovoked,USA,Surfing,M,30,N
05-Dec-13,dec,2013,Unprovoked,AUSTRALIA,Surfing,M,26,N
02-Dec-13,dec,2013,Unprovoked,USA,Kayaking / Fishing,M,57,Y
30-Nov-13,nov,2013,Unprovoked,AUSTRALIA,Body boarding,M,19,Y
29-Nov-13,nov,2013,Unprovoked,USA,Snorkeling,F,58,N
23-Nov-13,nov,2013,Unprovoked,AUSTRALIA,Surfing,M,35,Y
22-Nov-13,nov,2013,Unprovoked,USA,Surfing,M,25,N
12-Nov-13,nov,2013,Unprovoked,AUSTRALIA,Surfing,M,,N
10-Nov-13,nov,2013,Provoked,BAHAMAS,Shark fishing,M,77,N
07-Nov-13,nov,2013,Unprovoked,USA,Body boarding,M,16,N
07-Nov-13,nov,2013,Unprovoked,USA,Surfing,M,,N
31-Oct-13,oct,2013,Unprovoked,USA,Kiteboarding,M,46,N
28-Oct-13,oct,2013,Unprovoked,AUSTRALIA,Snorkeling,F,60,N
26-Oct-13,oct,2013,Unprovoked,REUNION,Body boarding,M,24,N
26-Oct-13,oct,2013,Unprovoked,AUSTRALIA,Diving for crayfish,M,,N
24-Oct-13,oct,2013,Unprovoked,AUSTRALIA,Surfing,M,41,N
23-Oct-13,oct,2013,Unprovoked,USA,Diving ,M,45,N
20-Oct-13,oct,2013,Unprovoked,USA,Surfing,M,25,N
19-Oct-13,oct,2013,Unprovoked,USA,Wading,M,6,N
11-Oct-13,oct,2013,Unprovoked,SOUTH AFRICA,Swimming / snorkeling,M,74,Y
08-Oct-13,oct,2013,Unprovoked,AUSTRALIA,Diving for Abalone,M,55,N
06-Oct-13,oct,2013,Unprovoked,USA,Surfing,M,45,N
10-Oct-13,oct,2013,Unprovoked,USA,Wading,M,12,N
29-Sep-13,sep,2013,Unprovoked,USA,Surfing,M,50,N
29-Sep-13,sep,2013,Provoked,ISRAEL,Diving,M,27,N
 25-Sep-2013,sep,2013,Unprovoked,USA,Standing,M,7,N
 21-Sep-2013,sep,2013,Unprovoked,USA,Swimming,M,45,N
 21-Sep-2013,sep,2013,Unprovoked,USA,Surfing,M,,N
 14-Sep-2013,sep,2013,Unprovoked,USA,Swimming,M,21,N
 12-Sep-2013,sep,2013,Unprovoked,USA,Surfing,F,13,N
08-Sep-13,sep,2013,Unprovoked,USA,,F,,
 07-Sep-2013,sep,2013,Provoked,USA,Surfing,M,43,N
 07-Sep-2013,sep,2013,Unprovoked,USA,Standing,M,25,N
 02-Sep-2013,sep,2013,Unprovoked,USA,Swimming,M,17,N
 01-Sep-2013,sep,2013,Provoked,USA,,M,3,N
 01-Sep-2013,sep,2013,Unprovoked,BAHAMAS,,M,,N
 01-Sep-2013,sep,2013,Unprovoked,USA,Casting a net,M,9,N
31-Aug-13,aug,2013,Unprovoked,BAHAMAS,Spearfishing,M,,N
31-Aug-13,aug,2013,Unprovoked,USA,Swimming,M,,N
29-Aug-13,aug,2013,Invalid,USA,Marathon swimming,F,47,N
26-Aug-13,aug,2013,Provoked,FRANCE,Longline fishing for sharks,M,50,N
 25-Aug-2013,aug,2013,Unprovoked,USA,Boogie boarding,F,11,N
 25-Aug-2013,aug,2013,Unprovoked,AUSTRALIA,Wrangling a shark,M,,N
 18-Aug-2013,aug,2013,Unprovoked,USA,Surfing,M,16,N
17-Aug-13,aug,2013,Unprovoked,USA,Surfing,F,,N
 14-Aug-2013,aug,2013,Unprovoked,USA,Snorkeling,F,20,Y
 13-Aug-2013,aug,2013,Unprovoked,USA,Kiteboarding,F,19,N
11-Aug-13,aug,2013,Unprovoked,USA,Surfing,M,10,N
Reported 08-Aug-2013,aug,2013,Unprovoked,SOUTH AFRICA,Attempting to free the shark,M,,N
 05-Aug-2013,aug,2013,Unprovoked,USA,Fishing,M,17,N
  31-Jul-2013,jul,2013,Unprovoked,USA,Snorkeling,F,56,N
  30-Jul-2013,jul,2013,Unprovoked,USA,Swimming,M,32,N
28-Jul-13,jul,2013,Unprovoked,BAHAMAS,Spearfishing,M,40,N
  29-Jul-2013,jul,2013,Unprovoked,MEXICO,Wading,F,,N
  29-Jul-2013,jul,2013,Unprovoked,USA,Surfing,M,18,N
28-Jul-13,jul,2013,Unprovoked,BAHAMAS,Cleaning fish,M,64,N
28-Jul-13,jul,2013,Unprovoked,BAHAMAS,Diving,M,50,N
    22-Jul-2013,jul,2013,Unprovoked,BRAZIL,Swimming,F,18,Y
19-Jul-13,jul,2013,Unprovoked,USA,Walking in surf,F,50,N
Reported 17-Jul-2013,jul,2013,Unprovoked,USA,Swimming ,M,teen,N
15-Jul-13,jul,2013,Unprovoked,REUNION,Swimming & snorkeling,F,15,Y
14-Jul-13,jul,2013,Unprovoked,DIEGO GARCIA,Swimming,M,33,Y
11-Jul-13,jul,2013,Unprovoked,USA,Wading,F,63,N
07-Jul-13,jul,2013,Invalid,SPAIN,Swimming,M,48,N
02-Jul-13,jul,2013,Unprovoked,AUSTRALIA,Body surfing,M,29,N
30-Jun-13,jun,2013,Unprovoked,TAIWAN,Fishing,M,,N
27-Jun-13,jun,2013,Invalid,JAMAICA,,M,20,Y
25-Jun-13,jun,2013,Unprovoked,USA,Kayaking / Fishing,M,,N
25-Jun-13,jun,2013,Unprovoked,USA,Swimming,M,,N
25-Jun-13,jun,2013,Unprovoked,USA,Swimming,M,14,N
18-Jun-13,jun,2013,Unprovoked,USA,Swimming,M,28,N
17-Jun-13,jun,2013,Unprovoked,USA,Swimming,M,15,N
16-Jun-13,jun,2013,Unprovoked,SOUTH AFRICA,Surfing,M,,N
15-Jun-13,jun,2013,Unprovoked,USA,Surfing,F,,N
Reported 14-Jun-2013,jun,2013,Unprovoked,USA,Boogie Boarding,F,10,N
06-Jun-13,jun,2013,Provoked,USA,Fishing for sharks,M,58,N
06-Jun-13,jun,2013,Unprovoked,AUSTRALIA,Surfing,M,,N
27-May-13,may,2013,Unprovoked,USA,Diving,M,32,N
27-May-13,may,2013,Unprovoked,USA,Swimming,M,11,N
23-May-13,may,2013,Unprovoked,BRAZIL,,M,41,Y
23-May-13,may,2013,Provoked,PALESTINIAN TERRITORIES,Fishing,M,30,N
14-May-14,may,2013,Unprovoked,ECUADOR,Surfing,M,29,N
08-May-13,may,2013,Invalid,USA,Surfing,M,42,Y
08-May-13,may,2013,Unprovoked,REUNION,Body boarding,M,36,Y
04-May-13,may,2013,Unprovoked,USA,Surfing,M,16,N
28-Apr-13,apr,2013,Provoked,AUSTRALIA,Fishing,M,,N
24-Apr-13,apr,2013,Unprovoked,MEXICO,Swimming,F,34,N
21-Apr-13,apr,2013,Unprovoked,AUSTRALIA,Fishing,M,51,N
17-Apr-13,apr,2013,Unprovoked,USA,Playing in the surf,M,9,N
14-Apr-13,apr,2013,Unprovoked,SOUTH AFRICA,Free diving,M,,N
13-Apr-13,apr,2013,Unprovoked,USA,Surfing,M,21,N
13-Apr-13,apr,2013,Unprovoked,GUAM,,M,40,Y
10-Apr-13,apr,2013,Unprovoked,FRENCH POLYNESIA,Kite boarding,M,53,N
04-Apr-13,apr,2013,Unprovoked,USA,Swimming,M,50,N
Reported 02-Apr-2013,apr,2013,Invalid,AUSTRALIA,,M,24,Y
02-Apr-13,apr,2013,Unprovoked,USA,Surfing,M,58,N
31-Mar-13,mar,2013,Invalid,AUSTRALIA,Surfing,M,47,N
29-Mar-13,mar,2013,Unprovoked,SEYCHELLES,Free diving,M,34,N
Reported 21-Mar-2013,mar,2013,Unprovoked,BELIZE,Snorkeling,F,,N
21-Mar-13,mar,2013,Unprovoked,BAHAMAS,Fly fishing,M,50,N
16-Mar-13,mar,2013,Provoked,SOUTH AFRICA,Fishing - 'tag & release',M,30,N
16-Mar-13,mar,2013,Unprovoked,SOUTH AFRICA,Surfing,M,,N
12-Mar-13,mar,2013,Unprovoked,JAMAICA,Spearfishing,M,68,Y
10-Mar-13,mar,2013,Unprovoked,AUSTRALIA,Spearfishing,M,28,N
10-Mar-13,mar,2013,Unprovoked,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,N
03-Mar-13,mar,2013,Unprovoked,SOUTH AFRICA,Swimming,M,39,N
27-Feb-13,feb,2013,Unprovoked,NEW ZEALAND,Swimming,M,46,Y
21-Feb-13,feb,2013,Unprovoked,USA,Surfing,,,N
21-Feb-13,feb,2013,Unprovoked,USA,Surfing,M,,N
10-Feb-13,feb,2013,Unprovoked,USA,Surfing,M,16,N
09-Feb-13,feb,2013,Unprovoked,FRENCH POLYNESIA,Scuba diving,M,48,N
01-Feb-13,feb,2013,Unprovoked,JAMAICA,,M,18,N
26-Jan-13,jan,2013,Boat,AUSTRALIA,Fishing,M,,N
25-Jan-13,jan,2013,Unprovoked,AUSTRALIA,Surfing,M,,N
Reported 21-Jan-2013,jan,2013,Invalid,AUSTRALIA,Dragging stranded shark into deeper water,M,62,N
16-Jan-13,jan,2013,Unprovoked,USA,Surfing,M,43,N
13-Jan-13,jan,2013,Unprovoked,NEW ZEALAND,Spearfishing,M,,N
05-Jan-13,jan,2013,Unprovoked,AUSTRALIA,Spearfishing / Free diving,M,26,N
31-Dec-12,dec,2012,Unprovoked,USA,Swimming,M,,N
30-Dec-12,dec,2012,Unprovoked,AUSTRALIA,Surfing,M,23,N
28-Dec-12,dec,2012,Unprovoked,AUSTRALIA,Paddle boarding,M,29,N
25-Dec-12,dec,2012,Unprovoked,SOUTH AFRICA,Swimming,M,20,Y
19-Dec-12,dec,2012,Unprovoked,AUSTRALIA,Surfing,M,32,N
05-Dec-12,dec,2012,Unprovoked,USA,Surfing,M,60,N
02-Dec-12,dec,2012,Unprovoked,AUSTRALIA,Spearfishing,M,31,N
30-Nov-12,nov,2012,Unprovoked,USA,Snorkeling,M,61,N
27-Nov-12,nov,2012,Invalid,AUSTRALIA,,M,20,N
22-Nov-12,nov,2012,Unprovoked,MEXICO,Swimming,M,32,Y
19-Nov-12,nov,2012,Unprovoked,USA,Surfing,M,14,N
04-Nov-12,nov,2012,Unprovoked,USA,Diving,M,30,N
04-Nov-12,nov,2012,Unprovoked,USA,Surfing,M,43,N
30-Oct-12,oct,2012,Unprovoked,USA,Surfing,M,25,N
27-Oct-12,oct,2012,Unprovoked,USA,Swimming,F,51,N
23-Oct-12,oct,2012,Unprovoked,USA,Surfing,M,39,Y
19-Oct-12,oct,2012,Unprovoked,USA,,F,35,N
18-Oct-12,oct,2012,Unprovoked,USA,Surfing,M,24,N
18-Oct-12,oct,2012,Unprovoked,USA,Paddle boarding,M,55,N
16-Oct-12,oct,2012,Invalid,USA,,M,,N
Reported 11-Oct-2012,oct,2012,Unprovoked,NIGERIA,Bathing,F,38,N
10-Oct-12,oct,2012,Unprovoked,USA,Windsurfing,M,42,N
02-Oct-12,oct,2012,Unprovoked,AUSTRALIA,Bodyboarding,M,11,N
25-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,21,N
24-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,22,N
16-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,52,N
10-Sep-12,sep,2012,Unprovoked,TONGA,Swimming,F,29,N
09-Sep-12,sep,2012,Unprovoked,USA,Surfing,,19,N
08-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,25,N
08-Sep-12,sep,2012,Unprovoked,USA,Swimming,M,,N
06-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,30s,N
06-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,37,N
04-Sep-12,sep,2012,Unprovoked,USA,Surfing,M,32,N
02-Sep-12,sep,2012,Unprovoked,USA,Boogie boarding,F,8,N
02-Sep-12,sep,2012,Provoked,USA,Spearfishing,,,N
02-Sep-12,sep,2012,Unprovoked,USA,Swimming or boogie boarding,F,56,N
31-Aug-12,aug,2012,Provoked,SCOTLAND,Shark fishing,M,53,N
28-Aug-12,aug,2012,Unprovoked,AUSTRALIA,Surfing,M,34,N
26-Aug-12,aug,2012,Unprovoked,BRAZIL,Swimming,M,18,Y
15-Aug-12,aug,2012,Unprovoked,USA,Wading or swimming,M,31,N
11-Aug-12,aug,2012,Boat,AUSTRALIA,Fishing,,,N
08-Aug-12,aug,2012,Unprovoked,USA,Free diving ,M,56,N
06-Aug-12,aug,2012,Unprovoked,REUNION,Surfing,M,39,N
04-Aug-12,aug,2012,Unprovoked,FRENCH POLYNESIA,Spearfishing,M,,N
31-Jul-12,jul,2012,Unprovoked,USA,Surfing,M,17,N
31-Jul-12,jul,2012,Unprovoked,AUSTRALIA,Surfing,M,48,N
30-Jul-12,jul,2012,Unprovoked,USA,Surfing,M,44,N
30-Jul-12,jul,2012,Unprovoked,USA,Body surfing,M,50,N
24-Jul-12,jul,2012,Invalid,USA,,M,12,N
23-Jul-12,jul,2012,Unprovoked,REUNION,Surfing,M,22,Y
21-Jul-12,jul,2012,Invalid,TRINIDAD & TOBAGO,Swimming,M,24,Y
19-Jul-12,jul,2012,Invalid,CANADA,Surfing,F,23,N
14-Jul-12,jul,2012,Unprovoked,AUSTRALIA,Surfing,M,24,Y
08-Jul-12,jul,2012,Unprovoked,USA,Swimming,F,43,N
07-Jul-12,jul,2012,Unprovoked,BAHAMAS,Spearfishing,M,,N
07-Jul-12,jul,2012,Invalid,AUSTRALIA,Scuba diving,F,42,Y
07-Jul-12,jul,2012,Unprovoked,USA,Kayaking,M,52,N
06-Jul-12,jul,2012,Unprovoked,SOUTH AFRICA,Surfing,M,29,N
Reported 28-Jun-2012,jun,2012,Invalid,CROATIA,Swimming,,60,N
26-Jun-12,jun,2012,Unprovoked,USA,Swimming,M,6,N
26-Jun-12,jun,2012,Unprovoked,USA,Surfing,M,26,N
26-Jun-12,jun,2012,Unprovoked,USA,Sitting in the water,F,16,N
22-Jun-12,jun,2012,Unprovoked,AUSTRALIA,Surfing,M,,N
22-Jun-12,jun,2012,Unprovoked,USA,Swimming,M,12,N
20-Jun-12,jun,2012,Unprovoked,AUSTRALIA,Surf skiing ,M,62,N
19-Jun-12,jun,2012,Invalid,USA,Standing,M,16,N
18-Jun-12,jun,2012,Unprovoked,USA,Wading,F,6,N
15-Jun-12,jun,2012,Provoked,USA,Fishing,M,23,N
14-Jun-12,jun,2012,Unprovoked,USA,Swimming,F,18,N
14-Jun-12,jun,2012,Unprovoked,USA,Swimming,M,,N
14-Jun-12,jun,2012,Unprovoked,USA,Swimming,M,,N
14-Jun-12,jun,2012,Unprovoked,USA,Swimming,M,16,N
12-Jun-12,jun,2012,Unprovoked,AUSTRALIA,Surfing,M,42,N
10-Jun-12,jun,2012,Provoked,ITALY,Attempting to rescue an injured & beached shark,M,57,N
03-Jun-12,jun,2012,Unprovoked,AUSTRALIA,Surf skiing ,M,30,N
02-Jun-12,jun,2012,Unprovoked,USA,Surfing,F,12,N
02-Jun-12,jun,2012,Unprovoked,USA,Boogie Boarding,M,25,N
31-May-12,may,2012,Unprovoked,USA,Wading,F,33,N
29-May-12,may,2012,Unprovoked,MEXICO,Free diving / spearfishing,M,46,N
23-May-12,may,2012,Unprovoked,USA,Surfing,M,22,N
20-May-12,may,2012,Unprovoked,USA,Kayak Fishing,M,,N
16-May-12,may,2012,Unprovoked,FIJI,Spearfishing,M,20,N
12-May-12,may,2012,Unprovoked,USA,Kayaking / Fishing,M,30,N
09-May-12,may,2012,Unprovoked,USA,Swimming,F,47,N
06-May-12,may,2012,Unprovoked,USA,Paddle boarding,F,15,N
19-Apr-12,apr,2012,Unprovoked,USA,Surfing,M,28,N
19-Apr-12,apr,2012,Unprovoked,SOUTH AFRICA,Body boarding,M,20,Y
11-Apr-12,apr,2012,Unprovoked,AUSTRALIA,Kayaking,M,27,N
03-Apr-12,apr,2012,Unprovoked,USA,Surfing,M,28,N
31-Mar-12,mar,2012,Unprovoked,AUSTRALIA,Scuba diving,M,33,Y
24-Mar-12,mar,2012,Unprovoked,USA,Surfing,M,21,N
22-Mar-12,mar,2012,Boat,AUSTRALIA,Crayfishing,,,N
20-Mar-12,mar,2012,Unprovoked,AUSTRALIA,Surfing,M,20,N
15-Mar-12,mar,2012,Unprovoked,USA,Surfing,M,61,N
14-Mar-12,mar,2012,Unprovoked,USA,Surfing,F,15,N
14-Mar-12,mar,2012,Unprovoked,USA,Surfing,M,17,N
06-Mar-12,mar,2012,Unprovoked,NEW ZEALAND,Surfing,M,,N
06-Mar-12,mar,2012,Provoked,AUSTRALIA,"Diving, feeding sharks",F,34,N
05-Mar-12,mar,2012,Unprovoked,REUNION,Body boarding,M,31,N
04-Mar-12,mar,2012,Unprovoked,USA,Kite Surfing,M,19,N
03-Mar-12,mar,2012,Invalid,SAUDI ARABIA,Attempting to Kite surf from Egypt to Saudi Arabia,M,42,N
01-Mar-12,mar,2012,Provoked,CHILE,Fishing (illegally),M,,N
26-Feb-12,feb,2012,Provoked,USA,Kite Surfing,M,,N
25-Feb-12,feb,2012,Unprovoked,AUSTRALIA,Fishing,M,,N
20-Feb-12,feb,2012,Boat,SOUTH AFRICA,Fishing,,,N
06-Feb-12,feb,2012,Unprovoked,AUSTRALIA,Surfing,M,29,N
Reported 22-Jan-2012,jan,2012,Unprovoked,BAHAMAS,"Diving, photographing sharks",M,,N
27-Jan-12,jan,2012,Unprovoked,USA,Snorkeling,,,N
19-Jan-12,jan,2012,Unprovoked,AUSTRALIA,Snorkeling,M,26,N
18-Jan-12,jan,2012,Provoked,TAIWAN,Fishing,M,24,N
18-Jan-12,jan,2012,Unprovoked,AUSTRALIA,Surfing,M,44,N
15-Jan-12,jan,2012,Unprovoked,SOUTH AFRICA,Swimming,M,25,Y
13-Jan-12,jan,2012,Unprovoked,USA,Surfing,M,53,N
03-Jan-12,jan,2012,Unprovoked,AUSTRALIA,Surfing,M,28,N
02-Jan-12,jan,2012,Unprovoked,AUSTRALIA,Spearfishing,M,34,N
31-Dec-11,dec,2011,Unprovoked,USA,,M,,N
Reported 26-Dec-2011,dec,2011,Invalid,ANTIGUA,Swimming,M,,N
25-Dec-11,dec,2011,Unprovoked,ECUADOR,Surfing,M,23,N
23-Dec-11,dec,2011,Unprovoked,USA,Surfing,M,27,N
21-Dec-11,dec,2011,Provoked,USA,Canoeing,M,,N
21-Dec-11,dec,2011,Unprovoked,SOUTH AFRICA,Kayak Fishing,M,35,N
11-Dec-11,dec,2011,Unprovoked,AUSTRALIA,Surfing,M,51,N
07-Dec-11,dec,2011,Invalid,SOUTH AFRICA,Surf skiing ,M,,N
07-Dec-11,dec,2011,Unprovoked,AUSTRALIA,Surfing,M,14,N
06-Dec-11,dec,2011,Unprovoked,USA,Surfing,F,,N
05-Dec-11,dec,2011,Invalid,AUSTRALIA,Spearfishing,,,Y
02-Dec-11,dec,2011,Unprovoked,AUSTRALIA,Surfing,M,63,N
29-Nov-11,nov,2011,Unprovoked,INDONESIA,Surfing,M,18,N
28-Nov-11,nov,2011,Unprovoked,AUSTRALIA,Swimming,M,10,N
22-Nov-11,nov,2011,Unprovoked,USA,Kayaking,M,,N
Reported 20-Nov-2011,nov,2011,Unprovoked,PAPUA NEW GUINEA,Scuba diving,M,,N
12-Nov-11,nov,2011,Unprovoked,BRAZIL,Surfing,M,35,N
11-Nov-11,nov,2011,Unprovoked,REUNION,Free diving / spearfishing,M,42,N
  29-Oct-2011,oct,2011,Unprovoked,USA,Surfing,M,27,N
Reported 28-Oct-2011,oct,2011,Unprovoked,SCOTLAND,Surfing,M,26,N
  29-Oct-2011,oct,2011,Provoked,SOUTH AFRICA,Diving,,,N
22-Oct-11,oct,2011,Unprovoked,AUSTRALIA,Diving,M,32,Y
20-Oct-11,oct,2011,Unprovoked,USA,Surfing,M,41,N
19-Oct-11,oct,2011,Unprovoked,AUSTRALIA,Diving,M,50,N
11-Oct-11,oct,2011,Unprovoked,USA,Surfing,M,,N
10-Oct-11,oct,2011,Unprovoked,USA,Surfing,M,,N
09-Oct-11,oct,2011,Unprovoked,AUSTRALIA,Swimming,M,64,Y
05-Oct-11,oct,2011,Boat,REUNION,Canoeing,M,51,N
02-Oct-11,oct,2011,Unprovoked,USA,Wade fishing,M,,N
01-Oct-11,oct,2011,Unprovoked,USA,,M,29,N
30-Sep-11,sep,2011,Invalid,USA,Surfing,M,27,N
28-Sep-11,sep,2011,Provoked,DOMINICAN REPUBLIC,Fishing,M,48,N
28-Sep-11,sep,2011,Unprovoked,SOUTH AFRICA,Swimming,M,43,N
24-Sep-11,sep,2011,Unprovoked,USA,Spearfishing,M,21,N
24-Sep-11,sep,2011,Unprovoked,USA,Jumping in the waves,M,5,N
20-Sep-11,sep,2011,Boat,USA,Canoeing,M,,N
19-Sep-11,sep,2011,Unprovoked,REUNION,Body boarding,M,38,Y
17-Sep-11,sep,2011,Unprovoked,KENYA,Swimming,M,17,Y
16-Sep-11,sep,2011,Unprovoked,USA,Surfing,M,25,N
11-Sep-11,sep,2011,Unprovoked,USA,Surfing,M,37,N
11-Sep-11,sep,2011,Unprovoked,PAPUA NEW GUINEA,Kite Surfing,M,30,N
04-Sep-11,sep,2011,Unprovoked,USA,Surfing,,,N
04-Sep-11,sep,2011,Unprovoked,AUSTRALIA,Body boarding,M,21,Y
02-Sep-11,sep,2011,Unprovoked,USA,Surfing,M,19,N
31-Aug-11,aug,2011,Unprovoked,USA,Surfing,M,19,N
28-Aug-11,aug,2011,Invalid,AUSTRALIA,Swimming,M,48,Y
28-Aug-11,aug,2011,Unprovoked,USA,Wade Fishing,F,39,N
26-Aug-11,aug,2011,Unprovoked,RUSSIA,"Standing, collecting sea stars",M,,N
24-Aug-11,aug,2011,Unprovoked,USA,Surfing,M,21,N
24-Aug-11,aug,2011,Unprovoked,USA,,M,10,N
23-Aug-11,aug,2011,Unprovoked,SOUTH AFRICA,Surfing,M,49,Y
18-Aug-11,aug,2011,Unprovoked,RUSSIA,Swimming,M,16,N
17-Aug-11,aug,2011,Unprovoked,USA,Wading,F,20s,N
17-Aug-11,aug,2011,Invalid,USA,,M,12,N
17-Aug-11,aug,2011,Unprovoked,RUSSIA,Swimming,M,25,N
16-Aug-11,aug,2011,Unprovoked,FRENCH POLYNESIA,Surfing,M,32,N
16-Aug--2011,aug,2011,Unprovoked,USA,Floating ,M,27,N
16-Aug-11,aug,2011,Unprovoked,SEYCHELLES,Swimming or Snorkeling,M,30,Y
15-Aug-11,aug,2011,Invalid,USA,Playing in the surf,M,7,N
11-Aug--2011,aug,2011,Unprovoked,USA,Swimming,M,54,N
01-Aug-11,aug,2011,Unprovoked,SEYCHELLES,Diving,M,36,Y
31-Jul-11,jul,2011,Invalid,BRAZIL,Swimming,M,14,Y
30-Jul-11,jul,2011,Sea Disaster,PHILIPPINES,Sea disaster,M,43,N
25-Jul-11,jul,2011,Unprovoked,USA,Wade Fishing,M,,N
22-Jul-11,jul,2011,Unprovoked,SOUTH AFRICA,Surfing,M,29,N
19-Jul-11,jul,2011,Unprovoked,USA,Boogie Boarding,F,6,N
15-Jul-11,jul,2011,Unprovoked,REUNION,Kayaking or Wave skiing,M,,N
13-Jul-11,jul,2011,Unprovoked,USA,Surf fishing,M,,N
13-Jul-11,jul,2011,Unprovoked,BAHAMAS,Scuba diving,M,54,N
07-Jul-11,jul,2011,Unprovoked,USA,Swimming,M,12,N
07-Jul-11,jul,2011,Unprovoked,USA,Wade Fishing,M,14,N
06-Jul-11,jul,2011,Unprovoked,REUNION,Surfing,M,16,N
05-Jul-11,jul,2011,Unprovoked,COLUMBIA,Kayaking,M,17,N
30-Jun-11,jun,2011,Unprovoked,TURKS & CAICOS,Snorkeling,M,28,N
29-Jun-11,jun,2011,Unprovoked,BRAZIL,Surfing,M,21,N
28-Jun-11,jun,2011,Unprovoked,SOUTH AFRICA,Scuba diving,M,22,N
26-Jun-08,jun,2011,Unprovoked,USA,Playing in the surf,F,10,N
24-Jun-11,jun,2011,Unprovoked,USA,Surfing,M,,N
21-Jun-11,jun,2011,Unprovoked,USA,Jet skiing,M,20,N
19-Jun-11,jun,2011,Unprovoked,TURKS & CAICOS,Spearfishing,M,35,N
19-Jun-11,jun,2011,Unprovoked,COSTA RICA,Surfing,M,15,Y
15-Jun-11,jun,2011,Unprovoked,REUNION,Boogie Boarding,M,31,Y
Reported 14-Jun-2011,jun,2011,Boat,UNITED KINGDOM,Fishing,,,N
12-Jun-11,jun,2011,Unprovoked,USA,Scuba diving,M,28,N
Reported 06-Jun-2011,jun,2011,Unprovoked,COLUMBIA,Spearfishing,M,24,N
06-Jun-11,jun,2011,Unprovoked,USA,Spearfishing,M,28,N
06-Jun-11,jun,2011,Unprovoked,USA,Wading,M,19,N
01-Jun-11,jun,2011,Unprovoked,MALAYSIA,Snorkeling,F,,N
30-May-11,may,2011,Unprovoked,USA,Standing or boogie boardin,F,22,N
29-May-11,may,2011,Unprovoked,SOUTH AFRICA,Surfing,M,33,N
25-May-11,may,2011,Unprovoked,USA,Surfing,F,,N
22-May-11,may,2011,Unprovoked,USA,Paddle boarding,F,,N
21-May-11,may,2011,Unprovoked,NEW CALEDONIA,Kite Boarding,M,15,Y
21-May-11,may,2011,Unprovoked,SOUTH AFRICA,Spearfishing,M,28,Y
13-May-11,may,2011,Unprovoked,USA,Body surfing,M,86,N
13-May-11,may,2011,Unprovoked,USA,Surfing,M,37,N
10-May-11,may,2011,Provoked,USA,Fishing ,M,,N
Reported 07-May-2011,may,2011,Invalid,UNITED ARAB EMIRATES (UAE),Fishing ,M,43,N
04-May-11,may,2011,Unprovoked,SOUTH AFRICA,Spearfishing,M,37,N
26-Apr-11,apr,2011,Unprovoked,USA,Spearfishing,M,32,N
23-Apr-11,apr,2011,Unprovoked,AUSTRALIA,Washing sand off a speared fish,M,17,N
22-Apr-11,apr,2011,Unprovoked,USA,Surfing ,M,49,N
16-Apr-11,apr,2011,Unprovoked,NEW ZEALAND,Surfing,M,41,N
13-Apr-11,apr,2011,Unprovoked,INDONESIA,Surfing,M,,N
08-Apr-11,apr,2011,Unprovoked,FIJI,Diving,M,27,N
Reported 29-Mar-2011,mar,2011,Provoked,USA,"Standing, holding shark pup",M,,N
24-Mar-11,mar,2011,Unprovoked,MEXICO,Swimming,F,,N
23-Mar-11,mar,2011,Unprovoked,AUSTRALIA,Surfing,M,48,N
21-Mar-11,mar,2011,Unprovoked,MEXICO,Swimming,M,46,N
21-Mar-11,mar,2011,Unprovoked,FIJI,Diving / fishing,M,30,N
16-Mar-11,mar,2011,Unprovoked,AUSTRALIA,Wakeboarding,F,24,N
Reported 10-Mar-2010,mar,2011,Invalid,EGYPT,,F,,N
10-Mar-11,mar,2011,Unprovoked,AUSTRALIA,Surfing,M,,N
Reported 28-Feb-2011,feb,2011,Provoked,AUSTRALIA,Fishing,M,36,N
23-Feb-11,feb,2011,Unprovoked,NEW CALEDONIA,Spearfishing,M,21,N
18-Feb-11,feb,2011,Unprovoked,REUNION,Surfing,M,32,N
17-Feb-11,feb,2011,Unprovoked,AUSTRALIA,Diving for abalone,M,49,Y
13-Feb-11,feb,2011,Provoked,AUSTRALIA,Fishing,M,,N
12-Feb-11,feb,2011,Unprovoked,AUSTRALIA,Snorkeling,M,58,N
Reported 04-Feb-2011,feb,2011,Provoked,MEXICO,Shark fishing on the Ricardo Astorga,M,,N
02-Feb-11,feb,2011,Unprovoked,SOUTH AFRICA,Surf fishing,M,37,N
31-Jan-11,jan,2011,Unprovoked,MEXICO,Swimming,F,38,N
28-Jan-11,jan,2011,Provoked,MEXICO,Shark fishing on the Don Agust�n-VI. ,M,25,N
26-Jan-11,jan,2011,Unprovoked,BAHAMAS,Scuba diving,M,55,N
20-Jan-11,jan,2011,Invalid,AUSTRALIA,Swimming,F,7,N
15-Jan-11,jan,2011,Unprovoked,SOUTH AFRICA,Surfing,M,16,Y
